"id","no","unit kerja","nama unit","kebijakan","program","kegiatan","nama kegiatan","cost type","name","kode"
"mak_13_36_408","408","13.36","Prodi Teknik Informatika (S1)","4","4.01","4.01.01","Membangun & mengembangkan jejaring ke pemerintah, swasta dll","3","Sewa","650.1.4.01.01.3.13.36"
"mak_13_36_409","409","13.36","Prodi Teknik Informatika (S1)","4","4.01","4.01.01","Membangun & mengembangkan jejaring ke pemerintah, swasta dll","4","Outsourcing","650.1.4.01.01.4.13.36"
"mak_13_36_410","410","13.36","Prodi Teknik Informatika (S1)","4","4.01","4.01.01","Membangun & mengembangkan jejaring ke pemerintah, swasta dll","5","Overhead","650.1.4.01.01.5.13.36"
"mak_13_36_411","411","13.36","Prodi Teknik Informatika (S1)","4","4.01","4.01.02","Pelaksanaan MOU","1","Bahan habis pakai","650.1.4.01.02.1.13.36"
"mak_13_36_412","412","13.36","Prodi Teknik Informatika (S1)","4","4.01","4.01.02","Pelaksanaan MOU","2","Honor/Upah","650.1.4.01.02.2.13.36"
"mak_13_36_413","413","13.36","Prodi Teknik Informatika (S1)","4","4.01","4.01.02","Pelaksanaan MOU","3","Sewa","650.1.4.01.02.3.13.36"
"mak_13_36_414","414","13.36","Prodi Teknik Informatika (S1)","4","4.01","4.01.02","Pelaksanaan MOU","4","Outsourcing","650.1.4.01.02.4.13.36"
"mak_13_36_415","415","13.36","Prodi Teknik Informatika (S1)","4","4.01","4.01.02","Pelaksanaan MOU","5","Overhead","650.1.4.01.02.5.13.36"
"mak_13_36_416","416","13.36","Prodi Teknik Informatika (S1)","4","4.01","4.01.03","Carrier Center","1","Bahan habis pakai","650.1.4.01.03.1.13.36"
"mak_13_36_417","417","13.36","Prodi Teknik Informatika (S1)","4","4.01","4.01.03","Carrier Center","2","Honor/Upah","650.1.4.01.03.2.13.36"
"mak_13_36_418","418","13.36","Prodi Teknik Informatika (S1)","4","4.01","4.01.03","Carrier Center","3","Sewa","650.1.4.01.03.3.13.36"
"mak_13_36_419","419","13.36","Prodi Teknik Informatika (S1)","4","4.01","4.01.03","Carrier Center","4","Outsourcing","650.1.4.01.03.4.13.36"
"mak_13_36_420","420","13.36","Prodi Teknik Informatika (S1)","4","4.01","4.01.03","Carrier Center","5","Overhead","650.1.4.01.03.5.13.36"
"mak_13_36_421","421","13.36","Prodi Teknik Informatika (S1)","5","5.01","5.01.01","Penerbitan jurnal scientech","1","Bahan habis pakai","650.1.5.01.01.1.13.36"
"mak_13_36_422","422","13.36","Prodi Teknik Informatika (S1)","5","5.01","5.01.01","Penerbitan jurnal scientech","2","Honor/Upah","650.1.5.01.01.2.13.36"
"mak_13_36_423","423","13.36","Prodi Teknik Informatika (S1)","5","5.01","5.01.01","Penerbitan jurnal scientech","3","Sewa","650.1.5.01.01.3.13.36"
"mak_13_36_424","424","13.36","Prodi Teknik Informatika (S1)","5","5.01","5.01.01","Penerbitan jurnal scientech","4","Outsourcing","650.1.5.01.01.4.13.36"
"mak_13_36_425","425","13.36","Prodi Teknik Informatika (S1)","5","5.01","5.01.01","Penerbitan jurnal scientech","5","Overhead","650.1.5.01.01.5.13.36"
"mak_13_36_426","426","13.36","Prodi Teknik Informatika (S1)","5","5.01","5.01.02","Penerbitan karya pengabdian","1","Bahan habis pakai","650.1.5.01.02.1.13.36"
"mak_13_36_427","427","13.36","Prodi Teknik Informatika (S1)","5","5.01","5.01.02","Penerbitan karya pengabdian","2","Honor/Upah","650.1.5.01.02.2.13.36"
"mak_13_36_428","428","13.36","Prodi Teknik Informatika (S1)","5","5.01","5.01.02","Penerbitan karya pengabdian","3","Sewa","650.1.5.01.02.3.13.36"
"mak_13_36_429","429","13.36","Prodi Teknik Informatika (S1)","5","5.01","5.01.02","Penerbitan karya pengabdian","4","Outsourcing","650.1.5.01.02.4.13.36"
"mak_13_36_430","430","13.36","Prodi Teknik Informatika (S1)","5","5.01","5.01.02","Penerbitan karya pengabdian","5","Overhead","650.1.5.01.02.5.13.36"
"mak_13_36_431","431","13.36","Prodi Teknik Informatika (S1)","5","5.01","5.01.03","Penerbitan proceeding/ karya unggulan","1","Bahan habis pakai","650.1.5.01.03.1.13.36"
"mak_13_36_432","432","13.36","Prodi Teknik Informatika (S1)","5","5.01","5.01.03","Penerbitan proceeding/ karya unggulan","2","Honor/Upah","650.1.5.01.03.2.13.36"
"mak_13_36_433","433","13.36","Prodi Teknik Informatika (S1)","5","5.01","5.01.03","Penerbitan proceeding/ karya unggulan","3","Sewa","650.1.5.01.03.3.13.36"
"mak_13_36_434","434","13.36","Prodi Teknik Informatika (S1)","5","5.01","5.01.03","Penerbitan proceeding/ karya unggulan","4","Outsourcing","650.1.5.01.03.4.13.36"
"mak_13_36_435","435","13.36","Prodi Teknik Informatika (S1)","5","5.01","5.01.03","Penerbitan proceeding/ karya unggulan","5","Overhead","650.1.5.01.03.5.13.36"
"mak_13_36_436","436","13.36","Prodi Teknik Informatika (S1)","5","5.01","5.01.04","Proses akreditasi jurnal scientech","1","Bahan habis pakai","650.1.5.01.04.1.13.36"
"mak_13_36_437","437","13.36","Prodi Teknik Informatika (S1)","5","5.01","5.01.04","Proses akreditasi jurnal scientech","2","Honor/Upah","650.1.5.01.04.2.13.36"
"mak_13_36_438","438","13.36","Prodi Teknik Informatika (S1)","5","5.01","5.01.04","Proses akreditasi jurnal scientech","3","Sewa","650.1.5.01.04.3.13.36"
"mak_13_36_439","439","13.36","Prodi Teknik Informatika (S1)","5","5.01","5.01.04","Proses akreditasi jurnal scientech","4","Outsourcing","650.1.5.01.04.4.13.36"
"mak_13_36_440","440","13.36","Prodi Teknik Informatika (S1)","5","5.01","5.01.04","Proses akreditasi jurnal scientech","5","Overhead","650.1.5.01.04.5.13.36"
"mak_13_36_441","441","13.36","Prodi Teknik Informatika (S1)","5","5.01","5.01.05","Proses portal & web karya ilmih","1","Bahan habis pakai","650.1.5.01.05.1.13.36"
"mak_13_36_442","442","13.36","Prodi Teknik Informatika (S1)","5","5.01","5.01.05","Proses portal & web karya ilmih","2","Honor/Upah","650.1.5.01.05.2.13.36"
"mak_13_36_443","443","13.36","Prodi Teknik Informatika (S1)","5","5.01","5.01.05","Proses portal & web karya ilmih","3","Sewa","650.1.5.01.05.3.13.36"
"mak_13_36_444","444","13.36","Prodi Teknik Informatika (S1)","5","5.01","5.01.05","Proses portal & web karya ilmih","4","Outsourcing","650.1.5.01.05.4.13.36"
"mak_13_36_445","445","13.36","Prodi Teknik Informatika (S1)","5","5.01","5.01.05","Proses portal & web karya ilmih","5","Overhead","650.1.5.01.05.5.13.36"
"mak_13_36_446","446","13.36","Prodi Teknik Informatika (S1)","5","5.01","5.01.06","Pencetakan company profile","1","Bahan habis pakai","650.1.5.01.06.1.13.36"
"mak_13_36_447","447","13.36","Prodi Teknik Informatika (S1)","5","5.01","5.01.06","Pencetakan company profile","2","Honor/Upah","650.1.5.01.06.2.13.36"
"mak_13_36_448","448","13.36","Prodi Teknik Informatika (S1)","5","5.01","5.01.06","Pencetakan company profile","3","Sewa","650.1.5.01.06.3.13.36"
"mak_13_36_449","449","13.36","Prodi Teknik Informatika (S1)","5","5.01","5.01.06","Pencetakan company profile","4","Outsourcing","650.1.5.01.06.4.13.36"
"mak_13_36_450","450","13.36","Prodi Teknik Informatika (S1)","5","5.01","5.01.06","Pencetakan company profile","5","Overhead","650.1.5.01.06.5.13.36"
"mak_13_36_451","451","13.36","Prodi Teknik Informatika (S1)","5","5.01","5.01.07","Pameran Iptek open campus","1","Bahan habis pakai","650.1.5.01.07.1.13.36"
"mak_13_36_452","452","13.36","Prodi Teknik Informatika (S1)","5","5.01","5.01.07","Pameran Iptek open campus","2","Honor/Upah","650.1.5.01.07.2.13.36"
"mak_13_36_453","453","13.36","Prodi Teknik Informatika (S1)","5","5.01","5.01.07","Pameran Iptek open campus","3","Sewa","650.1.5.01.07.3.13.36"
"mak_13_36_454","454","13.36","Prodi Teknik Informatika (S1)","5","5.01","5.01.07","Pameran Iptek open campus","4","Outsourcing","650.1.5.01.07.4.13.36"
"mak_13_36_455","455","13.36","Prodi Teknik Informatika (S1)","5","5.01","5.01.07","Pameran Iptek open campus","5","Overhead","650.1.5.01.07.5.13.36"
"mak_13_36_456","456","13.36","Prodi Teknik Informatika (S1)","5","5.01","5.01.08","Membangun pusat penerbitan ISTN Press","1","Bahan habis pakai","650.1.5.01.08.1.13.36"
"mak_13_36_457","457","13.36","Prodi Teknik Informatika (S1)","5","5.01","5.01.08","Membangun pusat penerbitan ISTN Press","2","Honor/Upah","650.1.5.01.08.2.13.36"
"mak_13_36_458","458","13.36","Prodi Teknik Informatika (S1)","5","5.01","5.01.08","Membangun pusat penerbitan ISTN Press","3","Sewa","650.1.5.01.08.3.13.36"
"mak_13_36_459","459","13.36","Prodi Teknik Informatika (S1)","5","5.01","5.01.08","Membangun pusat penerbitan ISTN Press","4","Outsourcing","650.1.5.01.08.4.13.36"
"mak_13_36_460","460","13.36","Prodi Teknik Informatika (S1)","5","5.01","5.01.08","Membangun pusat penerbitan ISTN Press","5","Overhead","650.1.5.01.08.5.13.36"
"mak_13_36_461","461","13.36","Prodi Teknik Informatika (S1)","6","6.01","6.01.01","Penyusunan revisi format monevin penelitian & peng.mas","1","Bahan habis pakai","650.1.6.01.01.1.13.36"
"mak_13_36_462","462","13.36","Prodi Teknik Informatika (S1)","6","6.01","6.01.01","Penyusunan revisi format monevin penelitian & peng.mas","2","Honor/Upah","650.1.6.01.01.2.13.36"
"mak_13_36_463","463","13.36","Prodi Teknik Informatika (S1)","6","6.01","6.01.01","Penyusunan revisi format monevin penelitian & peng.mas","3","Sewa","650.1.6.01.01.3.13.36"
"mak_13_36_464","464","13.36","Prodi Teknik Informatika (S1)","6","6.01","6.01.01","Penyusunan revisi format monevin penelitian & peng.mas","4","Outsourcing","650.1.6.01.01.4.13.36"
"mak_13_36_465","465","13.36","Prodi Teknik Informatika (S1)","6","6.01","6.01.01","Penyusunan revisi format monevin penelitian & peng.mas","5","Overhead","650.1.6.01.01.5.13.36"
"mak_13_36_466","466","13.36","Prodi Teknik Informatika (S1)","6","6.01","6.01.02","Memantau & pembinaan wirausaha hasil pelatihan","1","Bahan habis pakai","650.1.6.01.02.1.13.36"
"mak_13_36_467","467","13.36","Prodi Teknik Informatika (S1)","6","6.01","6.01.02","Memantau & pembinaan wirausaha hasil pelatihan","2","Honor/Upah","650.1.6.01.02.2.13.36"
"mak_13_36_468","468","13.36","Prodi Teknik Informatika (S1)","6","6.01","6.01.02","Memantau & pembinaan wirausaha hasil pelatihan","3","Sewa","650.1.6.01.02.3.13.36"
"mak_13_36_469","469","13.36","Prodi Teknik Informatika (S1)","6","6.01","6.01.02","Memantau & pembinaan wirausaha hasil pelatihan","4","Outsourcing","650.1.6.01.02.4.13.36"
"mak_13_36_470","470","13.36","Prodi Teknik Informatika (S1)","6","6.01","6.01.02","Memantau & pembinaan wirausaha hasil pelatihan","5","Overhead","650.1.6.01.02.5.13.36"
"mak_13_36_471","471","13.36","Prodi Teknik Informatika (S1)","6","6.01","6.01.03","Monevin penelitian & pengab. Masyarakat","1","Bahan habis pakai","650.1.6.01.03.1.13.36"
"mak_13_36_472","472","13.36","Prodi Teknik Informatika (S1)","6","6.01","6.01.03","Monevin penelitian & pengab. Masyarakat","2","Honor/Upah","650.1.6.01.03.2.13.36"
"mak_13_36_473","473","13.36","Prodi Teknik Informatika (S1)","6","6.01","6.01.03","Monevin penelitian & pengab. Masyarakat","3","Sewa","650.1.6.01.03.3.13.36"
"mak_13_36_474","474","13.36","Prodi Teknik Informatika (S1)","6","6.01","6.01.03","Monevin penelitian & pengab. Masyarakat","4","Outsourcing","650.1.6.01.03.4.13.36"
"mak_13_36_475","475","13.36","Prodi Teknik Informatika (S1)","6","6.01","6.01.03","Monevin penelitian & pengab. Masyarakat","5","Overhead","650.1.6.01.03.5.13.36"
"mak_13_36_476","476","13.36","Prodi Teknik Informatika (S1)","6","6.01","6.01.04","Pelaporan-pelaporan","1","Bahan habis pakai","650.1.6.01.04.1.13.36"
"mak_13_36_477","477","13.36","Prodi Teknik Informatika (S1)","6","6.01","6.01.04","Pelaporan-pelaporan","2","Honor/Upah","650.1.6.01.04.2.13.36"
"mak_13_36_478","478","13.36","Prodi Teknik Informatika (S1)","6","6.01","6.01.04","Pelaporan-pelaporan","3","Sewa","650.1.6.01.04.3.13.36"
"mak_13_36_479","479","13.36","Prodi Teknik Informatika (S1)","6","6.01","6.01.04","Pelaporan-pelaporan","4","Outsourcing","650.1.6.01.04.4.13.36"
"mak_13_36_480","480","13.36","Prodi Teknik Informatika (S1)","6","6.01","6.01.04","Pelaporan-pelaporan","5","Overhead","650.1.6.01.04.5.13.36"
"mak_13_36_481","481","13.36","Prodi Teknik Informatika (S1)","7","7.01","7.01.01","Pengiriman proposal","1","Bahan habis pakai","650.1.7.01.01.1.13.36"
"mak_13_36_482","482","13.36","Prodi Teknik Informatika (S1)","7","7.01","7.01.01","Pengiriman proposal","2","Honor/Upah","650.1.7.01.01.2.13.36"
"mak_13_36_483","483","13.36","Prodi Teknik Informatika (S1)","7","7.01","7.01.01","Pengiriman proposal","3","Sewa","650.1.7.01.01.3.13.36"
"mak_13_36_484","484","13.36","Prodi Teknik Informatika (S1)","7","7.01","7.01.01","Pengiriman proposal","4","Outsourcing","650.1.7.01.01.4.13.36"
"mak_13_36_485","485","13.36","Prodi Teknik Informatika (S1)","7","7.01","7.01.01","Pengiriman proposal","5","Overhead","650.1.7.01.01.5.13.36"
"mak_13_36_486","486","13.36","Prodi Teknik Informatika (S1)","7","7.01","7.01.02","Pembayaran iuran forum","1","Bahan habis pakai","650.1.7.01.02.1.13.36"
"mak_13_36_487","487","13.36","Prodi Teknik Informatika (S1)","7","7.01","7.01.02","Pembayaran iuran forum","2","Honor/Upah","650.1.7.01.02.2.13.36"
"mak_13_36_488","488","13.36","Prodi Teknik Informatika (S1)","7","7.01","7.01.02","Pembayaran iuran forum","3","Sewa","650.1.7.01.02.3.13.36"
"mak_13_36_489","489","13.36","Prodi Teknik Informatika (S1)","7","7.01","7.01.02","Pembayaran iuran forum","4","Outsourcing","650.1.7.01.02.4.13.36"
"mak_13_36_490","490","13.36","Prodi Teknik Informatika (S1)","7","7.01","7.01.02","Pembayaran iuran forum","5","Overhead","650.1.7.01.02.5.13.36"
"mak_13_36_491","491","13.36","Prodi Teknik Informatika (S1)","7","7.01","7.01.03","Representasi","1","Bahan habis pakai","650.1.7.01.03.1.13.36"
"mak_13_36_492","492","13.36","Prodi Teknik Informatika (S1)","7","7.01","7.01.03","Representasi","2","Honor/Upah","650.1.7.01.03.2.13.36"
"mak_13_36_493","493","13.36","Prodi Teknik Informatika (S1)","7","7.01","7.01.03","Representasi","3","Sewa","650.1.7.01.03.3.13.36"
"mak_13_36_494","494","13.36","Prodi Teknik Informatika (S1)","7","7.01","7.01.03","Representasi","4","Outsourcing","650.1.7.01.03.4.13.36"
"mak_13_36_495","495","13.36","Prodi Teknik Informatika (S1)","7","7.01","7.01.03","Representasi","5","Overhead","650.1.7.01.03.5.13.36"
,,,,,,,,,,
"mak_15_11_1","1","15.11","Prodi Teknik Sipil (S1)","1","1.01","1.01.01","Rapat koordinasi dgn dosen","1","Bahan habis pakai","650.1.1.01.01.1.15.11"
"mak_15_11_2","2","15.11","Prodi Teknik Sipil (S1)","1","1.01","1.01.01","Rapat koordinasi dgn dosen","2","Honor/Upah","650.1.1.01.01.2.15.11"
"mak_15_11_3","3","15.11","Prodi Teknik Sipil (S1)","1","1.01","1.01.01","Rapat koordinasi dgn dosen","3","Sewa","650.1.1.01.01.3.15.11"
"mak_15_11_4","4","15.11","Prodi Teknik Sipil (S1)","1","1.01","1.01.01","Rapat koordinasi dgn dosen","4","Outsourcing","650.1.1.01.01.4.15.11"
"mak_15_11_5","5","15.11","Prodi Teknik Sipil (S1)","1","1.01","1.01.01","Rapat koordinasi dgn dosen","5","Overhead","650.1.1.01.01.5.15.11"
"mak_15_11_6","6","15.11","Prodi Teknik Sipil (S1)","1","1.01","1.01.02","Ketersediaan rancangan pembelajaran","1","Bahan habis pakai","650.1.1.01.02.1.15.11"
"mak_15_11_7","7","15.11","Prodi Teknik Sipil (S1)","1","1.01","1.01.02","Ketersediaan rancangan pembelajaran","2","Honor/Upah","650.1.1.01.02.2.15.11"
"mak_15_11_8","8","15.11","Prodi Teknik Sipil (S1)","1","1.01","1.01.02","Ketersediaan rancangan pembelajaran","3","Sewa","650.1.1.01.02.3.15.11"
"mak_15_11_9","9","15.11","Prodi Teknik Sipil (S1)","1","1.01","1.01.02","Ketersediaan rancangan pembelajaran","4","Outsourcing","650.1.1.01.02.4.15.11"
"mak_15_11_10","10","15.11","Prodi Teknik Sipil (S1)","1","1.01","1.01.02","Ketersediaan rancangan pembelajaran","5","Overhead","650.1.1.01.02.5.15.11"
"mak_15_11_11","11","15.11","Prodi Teknik Sipil (S1)","1","1.01","1.01.03","Ketersediaan dosen","1","Bahan habis pakai","650.1.1.01.03.1.15.11"
"mak_15_11_12","12","15.11","Prodi Teknik Sipil (S1)","1","1.01","1.01.03","Ketersediaan dosen","2","Honor/Upah","650.1.1.01.03.2.15.11"
"mak_15_11_13","13","15.11","Prodi Teknik Sipil (S1)","1","1.01","1.01.03","Ketersediaan dosen","3","Sewa","650.1.1.01.03.3.15.11"
"mak_15_11_14","14","15.11","Prodi Teknik Sipil (S1)","1","1.01","1.01.03","Ketersediaan dosen","4","Outsourcing","650.1.1.01.03.4.15.11"
"mak_15_11_15","15","15.11","Prodi Teknik Sipil (S1)","1","1.01","1.01.03","Ketersediaan dosen","5","Overhead","650.1.1.01.03.5.15.11"
"mak_15_11_16","16","15.11","Prodi Teknik Sipil (S1)","1","1.01","1.01.04","Kualifikasi dosen","1","Bahan habis pakai","650.1.1.01.04.1.15.11"
"mak_15_11_17","17","15.11","Prodi Teknik Sipil (S1)","1","1.01","1.01.04","Kualifikasi dosen","2","Honor/Upah","650.1.1.01.04.2.15.11"
"mak_15_11_18","18","15.11","Prodi Teknik Sipil (S1)","1","1.01","1.01.04","Kualifikasi dosen","3","Sewa","650.1.1.01.04.3.15.11"
"mak_15_11_19","19","15.11","Prodi Teknik Sipil (S1)","1","1.01","1.01.04","Kualifikasi dosen","4","Outsourcing","650.1.1.01.04.4.15.11"
"mak_15_11_20","20","15.11","Prodi Teknik Sipil (S1)","1","1.01","1.01.04","Kualifikasi dosen","5","Overhead","650.1.1.01.04.5.15.11"
"mak_15_11_21","21","15.11","Prodi Teknik Sipil (S1)","1","1.01","1.01.05","Ketersediaan fasilitas kuliah","1","Bahan habis pakai","650.1.1.01.05.1.15.11"
"mak_15_11_22","22","15.11","Prodi Teknik Sipil (S1)","1","1.01","1.01.05","Ketersediaan fasilitas kuliah","2","Honor/Upah","650.1.1.01.05.2.15.11"
"mak_15_11_23","23","15.11","Prodi Teknik Sipil (S1)","1","1.01","1.01.05","Ketersediaan fasilitas kuliah","3","Sewa","650.1.1.01.05.3.15.11"
"mak_15_11_24","24","15.11","Prodi Teknik Sipil (S1)","1","1.01","1.01.05","Ketersediaan fasilitas kuliah","4","Outsourcing","650.1.1.01.05.4.15.11"
"mak_15_11_25","25","15.11","Prodi Teknik Sipil (S1)","1","1.01","1.01.05","Ketersediaan fasilitas kuliah","5","Overhead","650.1.1.01.05.5.15.11"
"mak_15_11_26","26","15.11","Prodi Teknik Sipil (S1)","1","1.01","1.01.06","Mata kuliah yg ditawarkan dan jumlah kelas","1","Bahan habis pakai","650.1.1.01.06.1.15.11"
"mak_15_11_27","27","15.11","Prodi Teknik Sipil (S1)","1","1.01","1.01.06","Mata kuliah yg ditawarkan dan jumlah kelas","2","Honor/Upah","650.1.1.01.06.2.15.11"
"mak_15_11_28","28","15.11","Prodi Teknik Sipil (S1)","1","1.01","1.01.06","Mata kuliah yg ditawarkan dan jumlah kelas","3","Sewa","650.1.1.01.06.3.15.11"
"mak_15_11_29","29","15.11","Prodi Teknik Sipil (S1)","1","1.01","1.01.06","Mata kuliah yg ditawarkan dan jumlah kelas","4","Outsourcing","650.1.1.01.06.4.15.11"
"mak_15_11_30","30","15.11","Prodi Teknik Sipil (S1)","1","1.01","1.01.06","Mata kuliah yg ditawarkan dan jumlah kelas","5","Overhead","650.1.1.01.06.5.15.11"
"mak_15_11_31","31","15.11","Prodi Teknik Sipil (S1)","1","1.01","1.01.07","Jadual kuliah","1","Bahan habis pakai","650.1.1.01.07.1.15.11"
"mak_15_11_32","32","15.11","Prodi Teknik Sipil (S1)","1","1.01","1.01.07","Jadual kuliah","2","Honor/Upah","650.1.1.01.07.2.15.11"
"mak_15_11_33","33","15.11","Prodi Teknik Sipil (S1)","1","1.01","1.01.07","Jadual kuliah","3","Sewa","650.1.1.01.07.3.15.11"
"mak_15_11_34","34","15.11","Prodi Teknik Sipil (S1)","1","1.01","1.01.07","Jadual kuliah","4","Outsourcing","650.1.1.01.07.4.15.11"
"mak_15_11_35","35","15.11","Prodi Teknik Sipil (S1)","1","1.01","1.01.07","Jadual kuliah","5","Overhead","650.1.1.01.07.5.15.11"
"mak_15_11_36","36","15.11","Prodi Teknik Sipil (S1)","1","1.01","1.01.08","Pengisian KRS oleh mhs","1","Bahan habis pakai","650.1.1.01.08.1.15.11"
"mak_15_11_37","37","15.11","Prodi Teknik Sipil (S1)","1","1.01","1.01.08","Pengisian KRS oleh mhs","2","Honor/Upah","650.1.1.01.08.2.15.11"
"mak_15_11_38","38","15.11","Prodi Teknik Sipil (S1)","1","1.01","1.01.08","Pengisian KRS oleh mhs","3","Sewa","650.1.1.01.08.3.15.11"
"mak_15_11_39","39","15.11","Prodi Teknik Sipil (S1)","1","1.01","1.01.08","Pengisian KRS oleh mhs","4","Outsourcing","650.1.1.01.08.4.15.11"
"mak_15_11_40","40","15.11","Prodi Teknik Sipil (S1)","1","1.01","1.01.08","Pengisian KRS oleh mhs","5","Overhead","650.1.1.01.08.5.15.11"
"mak_15_11_41","41","15.11","Prodi Teknik Sipil (S1)","1","1.01","1.01.09","Daftar peserta kelas & presensi/mhs/kuliah","1","Bahan habis pakai","650.1.1.01.09.1.15.11"
"mak_15_11_42","42","15.11","Prodi Teknik Sipil (S1)","1","1.01","1.01.09","Daftar peserta kelas & presensi/mhs/kuliah","2","Honor/Upah","650.1.1.01.09.2.15.11"
"mak_15_11_43","43","15.11","Prodi Teknik Sipil (S1)","1","1.01","1.01.09","Daftar peserta kelas & presensi/mhs/kuliah","3","Sewa","650.1.1.01.09.3.15.11"
"mak_15_11_44","44","15.11","Prodi Teknik Sipil (S1)","1","1.01","1.01.09","Daftar peserta kelas & presensi/mhs/kuliah","4","Outsourcing","650.1.1.01.09.4.15.11"
"mak_15_11_45","45","15.11","Prodi Teknik Sipil (S1)","1","1.01","1.01.09","Daftar peserta kelas & presensi/mhs/kuliah","5","Overhead","650.1.1.01.09.5.15.11"
"mak_15_11_46","46","15.11","Prodi Teknik Sipil (S1)","1","1.01","1.01.10","Daftar hadir dosen/mata kuliah","1","Bahan habis pakai","650.1.1.01.10.1.15.11"
"mak_15_11_47","47","15.11","Prodi Teknik Sipil (S1)","1","1.01","1.01.10","Daftar hadir dosen/mata kuliah","2","Honor/Upah","650.1.1.01.10.2.15.11"
"mak_15_11_48","48","15.11","Prodi Teknik Sipil (S1)","1","1.01","1.01.10","Daftar hadir dosen/mata kuliah","3","Sewa","650.1.1.01.10.3.15.11"
"mak_15_11_49","49","15.11","Prodi Teknik Sipil (S1)","1","1.01","1.01.10","Daftar hadir dosen/mata kuliah","4","Outsourcing","650.1.1.01.10.4.15.11"
"mak_15_11_50","50","15.11","Prodi Teknik Sipil (S1)","1","1.01","1.01.10","Daftar hadir dosen/mata kuliah","5","Overhead","650.1.1.01.10.5.15.11"
"mak_15_11_51","51","15.11","Prodi Teknik Sipil (S1)","1","1.02","1.02.01","Lembar penyetaraan","1","Bahan habis pakai","650.1.1.02.01.1.15.11"
"mak_15_11_52","52","15.11","Prodi Teknik Sipil (S1)","1","1.02","1.02.01","Lembar penyetaraan","2","Honor/Upah","650.1.1.02.01.2.15.11"
"mak_15_11_53","53","15.11","Prodi Teknik Sipil (S1)","1","1.02","1.02.01","Lembar penyetaraan","3","Sewa","650.1.1.02.01.3.15.11"
"mak_15_11_54","54","15.11","Prodi Teknik Sipil (S1)","1","1.02","1.02.01","Lembar penyetaraan","4","Outsourcing","650.1.1.02.01.4.15.11"
"mak_15_11_55","55","15.11","Prodi Teknik Sipil (S1)","1","1.02","1.02.01","Lembar penyetaraan","5","Overhead","650.1.1.02.01.5.15.11"
"mak_15_11_56","56","15.11","Prodi Teknik Sipil (S1)","1","1.02","1.02.02","Mahasiswa pindahan sudah mengisi KRS pada minggu ke satu","1","Bahan habis pakai","650.1.1.02.02.1.15.11"
"mak_15_11_57","57","15.11","Prodi Teknik Sipil (S1)","1","1.02","1.02.02","Mahasiswa pindahan sudah mengisi KRS pada minggu ke satu","2","Honor/Upah","650.1.1.02.02.2.15.11"
"mak_15_11_58","58","15.11","Prodi Teknik Sipil (S1)","1","1.02","1.02.02","Mahasiswa pindahan sudah mengisi KRS pada minggu ke satu","3","Sewa","650.1.1.02.02.3.15.11"
"mak_15_11_59","59","15.11","Prodi Teknik Sipil (S1)","1","1.02","1.02.02","Mahasiswa pindahan sudah mengisi KRS pada minggu ke satu","4","Outsourcing","650.1.1.02.02.4.15.11"
"mak_15_11_60","60","15.11","Prodi Teknik Sipil (S1)","1","1.02","1.02.02","Mahasiswa pindahan sudah mengisi KRS pada minggu ke satu","5","Overhead","650.1.1.02.02.5.15.11"
"mak_15_11_61","61","15.11","Prodi Teknik Sipil (S1)","1","1.02","1.02.03","Ketersediaan rancangan praktikum","1","Bahan habis pakai","650.1.1.02.03.1.15.11"
"mak_15_11_62","62","15.11","Prodi Teknik Sipil (S1)","1","1.02","1.02.03","Ketersediaan rancangan praktikum","2","Honor/Upah","650.1.1.02.03.2.15.11"
"mak_15_11_63","63","15.11","Prodi Teknik Sipil (S1)","1","1.02","1.02.03","Ketersediaan rancangan praktikum","3","Sewa","650.1.1.02.03.3.15.11"
"mak_15_11_64","64","15.11","Prodi Teknik Sipil (S1)","1","1.02","1.02.03","Ketersediaan rancangan praktikum","4","Outsourcing","650.1.1.02.03.4.15.11"
"mak_15_11_65","65","15.11","Prodi Teknik Sipil (S1)","1","1.02","1.02.03","Ketersediaan rancangan praktikum","5","Overhead","650.1.1.02.03.5.15.11"
"mak_15_11_66","66","15.11","Prodi Teknik Sipil (S1)","1","1.02","1.02.04","Jadwal praktikum","1","Bahan habis pakai","650.1.1.02.04.1.15.11"
"mak_15_11_67","67","15.11","Prodi Teknik Sipil (S1)","1","1.02","1.02.04","Jadwal praktikum","2","Honor/Upah","650.1.1.02.04.2.15.11"
"mak_15_11_68","68","15.11","Prodi Teknik Sipil (S1)","1","1.02","1.02.04","Jadwal praktikum","3","Sewa","650.1.1.02.04.3.15.11"
"mak_15_11_69","69","15.11","Prodi Teknik Sipil (S1)","1","1.02","1.02.04","Jadwal praktikum","4","Outsourcing","650.1.1.02.04.4.15.11"
"mak_15_11_70","70","15.11","Prodi Teknik Sipil (S1)","1","1.02","1.02.04","Jadwal praktikum","5","Overhead","650.1.1.02.04.5.15.11"
"mak_15_11_71","71","15.11","Prodi Teknik Sipil (S1)","1","1.02","1.02.05","Modul / alat praktikum","1","Bahan habis pakai","650.1.1.02.05.1.15.11"
"mak_15_11_72","72","15.11","Prodi Teknik Sipil (S1)","1","1.02","1.02.05","Modul / alat praktikum","2","Honor/Upah","650.1.1.02.05.2.15.11"
"mak_15_11_73","73","15.11","Prodi Teknik Sipil (S1)","1","1.02","1.02.05","Modul / alat praktikum","3","Sewa","650.1.1.02.05.3.15.11"
