id,,unit,nama unit,kebijakan,program,kegiatan,nama kegiatan,cost type,name,kode
mak_11_12_166,166,11.12,Prodi Teknik Arsitektur (S1),1,1.06,1.06.03,KPU,1,Bahan habis pakai,650.1.1.06.03.1.11.12
mak_11_12_167,167,11.12,Prodi Teknik Arsitektur (S1),1,1.06,1.06.03,KPU,2,Honor/Upah,650.1.1.06.03.2.11.12
mak_11_12_168,168,11.12,Prodi Teknik Arsitektur (S1),1,1.06,1.06.03,KPU,3,Sewa,650.1.1.06.03.3.11.12
mak_11_12_169,169,11.12,Prodi Teknik Arsitektur (S1),1,1.06,1.06.03,KPU,4,Outsourcing,650.1.1.06.03.4.11.12
mak_11_12_170,170,11.12,Prodi Teknik Arsitektur (S1),1,1.06,1.06.03,KPU,5,Overhead,650.1.1.06.03.5.11.12
mak_11_12_171,171,11.12,Prodi Teknik Arsitektur (S1),1,1.06,1.06.04,Naskah ujian & lembar jawab,1,Bahan habis pakai,650.1.1.06.04.1.11.12
mak_11_12_172,172,11.12,Prodi Teknik Arsitektur (S1),1,1.06,1.06.04,Naskah ujian & lembar jawab,2,Honor/Upah,650.1.1.06.04.2.11.12
mak_11_12_173,173,11.12,Prodi Teknik Arsitektur (S1),1,1.06,1.06.04,Naskah ujian & lembar jawab,3,Sewa,650.1.1.06.04.3.11.12
mak_11_12_174,174,11.12,Prodi Teknik Arsitektur (S1),1,1.06,1.06.04,Naskah ujian & lembar jawab,4,Outsourcing,650.1.1.06.04.4.11.12
mak_11_12_175,175,11.12,Prodi Teknik Arsitektur (S1),1,1.06,1.06.04,Naskah ujian & lembar jawab,5,Overhead,650.1.1.06.04.5.11.12
mak_11_12_176,176,11.12,Prodi Teknik Arsitektur (S1),1,1.06,1.06.05,Daftar hadir & daftar nilai peserta ujian,1,Bahan habis pakai,650.1.1.06.05.1.11.12
mak_11_12_177,177,11.12,Prodi Teknik Arsitektur (S1),1,1.06,1.06.05,Daftar hadir & daftar nilai peserta ujian,2,Honor/Upah,650.1.1.06.05.2.11.12
mak_11_12_178,178,11.12,Prodi Teknik Arsitektur (S1),1,1.06,1.06.05,Daftar hadir & daftar nilai peserta ujian,3,Sewa,650.1.1.06.05.3.11.12
mak_11_12_179,179,11.12,Prodi Teknik Arsitektur (S1),1,1.06,1.06.05,Daftar hadir & daftar nilai peserta ujian,4,Outsourcing,650.1.1.06.05.4.11.12
mak_11_12_180,180,11.12,Prodi Teknik Arsitektur (S1),1,1.06,1.06.05,Daftar hadir & daftar nilai peserta ujian,5,Overhead,650.1.1.06.05.5.11.12
mak_11_12_181,181,11.12,Prodi Teknik Arsitektur (S1),1,1.06,1.06.06,Nilai akhir,1,Bahan habis pakai,650.1.1.06.06.1.11.12
mak_11_12_182,182,11.12,Prodi Teknik Arsitektur (S1),1,1.06,1.06.06,Nilai akhir,2,Honor/Upah,650.1.1.06.06.2.11.12
mak_11_12_183,183,11.12,Prodi Teknik Arsitektur (S1),1,1.06,1.06.06,Nilai akhir,3,Sewa,650.1.1.06.06.3.11.12
mak_11_12_184,184,11.12,Prodi Teknik Arsitektur (S1),1,1.06,1.06.06,Nilai akhir,4,Outsourcing,650.1.1.06.06.4.11.12
mak_11_12_185,185,11.12,Prodi Teknik Arsitektur (S1),1,1.06,1.06.06,Nilai akhir,5,Overhead,650.1.1.06.06.5.11.12
mak_11_12_186,186,11.12,Prodi Teknik Arsitektur (S1),1,1.06,1.06.07,Vakasi ujian,1,Bahan habis pakai,650.1.1.06.07.1.11.12
mak_11_12_187,187,11.12,Prodi Teknik Arsitektur (S1),1,1.06,1.06.07,Vakasi ujian,2,Honor/Upah,650.1.1.06.07.2.11.12
mak_11_12_188,188,11.12,Prodi Teknik Arsitektur (S1),1,1.06,1.06.07,Vakasi ujian,3,Sewa,650.1.1.06.07.3.11.12
mak_11_12_189,189,11.12,Prodi Teknik Arsitektur (S1),1,1.06,1.06.07,Vakasi ujian,4,Outsourcing,650.1.1.06.07.4.11.12
mak_11_12_190,190,11.12,Prodi Teknik Arsitektur (S1),1,1.06,1.06.07,Vakasi ujian,5,Overhead,650.1.1.06.07.5.11.12
mak_11_12_191,191,11.12,Prodi Teknik Arsitektur (S1),1,1.07,1.07.01,Tersediaan sarana & prasarana ujian,1,Bahan habis pakai,650.1.1.07.01.1.11.12
mak_11_12_192,192,11.12,Prodi Teknik Arsitektur (S1),1,1.07,1.07.01,Tersediaan sarana & prasarana ujian,2,Honor/Upah,650.1.1.07.01.2.11.12
mak_11_12_193,193,11.12,Prodi Teknik Arsitektur (S1),1,1.07,1.07.01,Tersediaan sarana & prasarana ujian,3,Sewa,650.1.1.07.01.3.11.12
mak_11_12_194,194,11.12,Prodi Teknik Arsitektur (S1),1,1.07,1.07.01,Tersediaan sarana & prasarana ujian,4,Outsourcing,650.1.1.07.01.4.11.12
mak_11_12_195,195,11.12,Prodi Teknik Arsitektur (S1),1,1.07,1.07.01,Tersediaan sarana & prasarana ujian,5,Overhead,650.1.1.07.01.5.11.12
mak_11_12_196,196,11.12,Prodi Teknik Arsitektur (S1),1,1.07,1.07.02,Jadual ujian,1,Bahan habis pakai,650.1.1.07.02.1.11.12
mak_11_12_197,197,11.12,Prodi Teknik Arsitektur (S1),1,1.07,1.07.02,Jadual ujian,2,Honor/Upah,650.1.1.07.02.2.11.12
mak_11_12_198,198,11.12,Prodi Teknik Arsitektur (S1),1,1.07,1.07.02,Jadual ujian,3,Sewa,650.1.1.07.02.3.11.12
mak_11_12_199,199,11.12,Prodi Teknik Arsitektur (S1),1,1.07,1.07.02,Jadual ujian,4,Outsourcing,650.1.1.07.02.4.11.12
mak_11_12_200,200,11.12,Prodi Teknik Arsitektur (S1),1,1.07,1.07.02,Jadual ujian,5,Overhead,650.1.1.07.02.5.11.12
mak_11_12_201,201,11.12,Prodi Teknik Arsitektur (S1),1,1.07,1.07.03,KPU,1,Bahan habis pakai,650.1.1.07.03.1.11.12
mak_11_12_202,202,11.12,Prodi Teknik Arsitektur (S1),1,1.07,1.07.03,KPU,2,Honor/Upah,650.1.1.07.03.2.11.12
mak_11_12_203,203,11.12,Prodi Teknik Arsitektur (S1),1,1.07,1.07.03,KPU,3,Sewa,650.1.1.07.03.3.11.12
mak_11_12_204,204,11.12,Prodi Teknik Arsitektur (S1),1,1.07,1.07.03,KPU,4,Outsourcing,650.1.1.07.03.4.11.12
mak_11_12_205,205,11.12,Prodi Teknik Arsitektur (S1),1,1.07,1.07.03,KPU,5,Overhead,650.1.1.07.03.5.11.12
mak_11_12_206,206,11.12,Prodi Teknik Arsitektur (S1),1,1.07,1.07.04,Naskah ujian & lembar jawab,1,Bahan habis pakai,650.1.1.07.04.1.11.12
mak_11_12_207,207,11.12,Prodi Teknik Arsitektur (S1),1,1.07,1.07.04,Naskah ujian & lembar jawab,2,Honor/Upah,650.1.1.07.04.2.11.12
mak_11_12_208,208,11.12,Prodi Teknik Arsitektur (S1),1,1.07,1.07.04,Naskah ujian & lembar jawab,3,Sewa,650.1.1.07.04.3.11.12
mak_11_12_209,209,11.12,Prodi Teknik Arsitektur (S1),1,1.07,1.07.04,Naskah ujian & lembar jawab,4,Outsourcing,650.1.1.07.04.4.11.12
mak_11_12_210,210,11.12,Prodi Teknik Arsitektur (S1),1,1.07,1.07.04,Naskah ujian & lembar jawab,5,Overhead,650.1.1.07.04.5.11.12
mak_11_12_211,211,11.12,Prodi Teknik Arsitektur (S1),1,1.07,1.07.05,Daftar hadir & daftar nilai peserta ujian,1,Bahan habis pakai,650.1.1.07.05.1.11.12
mak_11_12_212,212,11.12,Prodi Teknik Arsitektur (S1),1,1.07,1.07.05,Daftar hadir & daftar nilai peserta ujian,2,Honor/Upah,650.1.1.07.05.2.11.12
mak_11_12_213,213,11.12,Prodi Teknik Arsitektur (S1),1,1.07,1.07.05,Daftar hadir & daftar nilai peserta ujian,3,Sewa,650.1.1.07.05.3.11.12
mak_11_12_214,214,11.12,Prodi Teknik Arsitektur (S1),1,1.07,1.07.05,Daftar hadir & daftar nilai peserta ujian,4,Outsourcing,650.1.1.07.05.4.11.12
mak_11_12_215,215,11.12,Prodi Teknik Arsitektur (S1),1,1.07,1.07.05,Daftar hadir & daftar nilai peserta ujian,5,Overhead,650.1.1.07.05.5.11.12
mak_11_12_216,216,11.12,Prodi Teknik Arsitektur (S1),1,1.07,1.07.06,Nilai akhir,1,Bahan habis pakai,650.1.1.07.06.1.11.12
mak_11_12_217,217,11.12,Prodi Teknik Arsitektur (S1),1,1.07,1.07.06,Nilai akhir,2,Honor/Upah,650.1.1.07.06.2.11.12
mak_11_12_218,218,11.12,Prodi Teknik Arsitektur (S1),1,1.07,1.07.06,Nilai akhir,3,Sewa,650.1.1.07.06.3.11.12
mak_11_12_219,219,11.12,Prodi Teknik Arsitektur (S1),1,1.07,1.07.06,Nilai akhir,4,Outsourcing,650.1.1.07.06.4.11.12
mak_11_12_220,220,11.12,Prodi Teknik Arsitektur (S1),1,1.07,1.07.06,Nilai akhir,5,Overhead,650.1.1.07.06.5.11.12
mak_11_12_221,221,11.12,Prodi Teknik Arsitektur (S1),1,1.07,1.07.07,Vakasi ujian,1,Bahan habis pakai,650.1.1.07.07.1.11.12
mak_11_12_222,222,11.12,Prodi Teknik Arsitektur (S1),1,1.07,1.07.07,Vakasi ujian,2,Honor/Upah,650.1.1.07.07.2.11.12
mak_11_12_223,223,11.12,Prodi Teknik Arsitektur (S1),1,1.07,1.07.07,Vakasi ujian,3,Sewa,650.1.1.07.07.3.11.12
mak_11_12_224,224,11.12,Prodi Teknik Arsitektur (S1),1,1.07,1.07.07,Vakasi ujian,4,Outsourcing,650.1.1.07.07.4.11.12
mak_11_12_225,225,11.12,Prodi Teknik Arsitektur (S1),1,1.07,1.07.07,Vakasi ujian,5,Overhead,650.1.1.07.07.5.11.12
mak_11_12_226,226,11.12,Prodi Teknik Arsitektur (S1),1,1.08,1.08.01,Tersedia perush tempat mhs praktek,1,Bahan habis pakai,650.1.1.08.01.1.11.12
mak_11_12_227,227,11.12,Prodi Teknik Arsitektur (S1),1,1.08,1.08.01,Tersedia perush tempat mhs praktek,2,Honor/Upah,650.1.1.08.01.2.11.12
mak_11_12_228,228,11.12,Prodi Teknik Arsitektur (S1),1,1.08,1.08.01,Tersedia perush tempat mhs praktek,3,Sewa,650.1.1.08.01.3.11.12
mak_11_12_229,229,11.12,Prodi Teknik Arsitektur (S1),1,1.08,1.08.01,Tersedia perush tempat mhs praktek,4,Outsourcing,650.1.1.08.01.4.11.12
mak_11_12_230,230,11.12,Prodi Teknik Arsitektur (S1),1,1.08,1.08.01,Tersedia perush tempat mhs praktek,5,Overhead,650.1.1.08.01.5.11.12
mak_11_12_231,231,11.12,Prodi Teknik Arsitektur (S1),1,1.09,1.09.01,Jumlah IPK/IPS <2,1,Bahan habis pakai,650.1.1.09.01.1.11.12
mak_11_12_232,232,11.12,Prodi Teknik Arsitektur (S1),1,1.09,1.09.01,Jumlah IPK/IPS <2,2,Honor/Upah,650.1.1.09.01.2.11.12
mak_11_12_233,233,11.12,Prodi Teknik Arsitektur (S1),1,1.09,1.09.01,Jumlah IPK/IPS <2,3,Sewa,650.1.1.09.01.3.11.12
mak_11_12_234,234,11.12,Prodi Teknik Arsitektur (S1),1,1.09,1.09.01,Jumlah IPK/IPS <2,4,Outsourcing,650.1.1.09.01.4.11.12
mak_11_12_235,235,11.12,Prodi Teknik Arsitektur (S1),1,1.09,1.09.01,Jumlah IPK/IPS <2,5,Overhead,650.1.1.09.01.5.11.12
mak_11_12_236,236,11.12,Prodi Teknik Arsitektur (S1),1,1.09,1.09.02,"Jumlah IPK/IPS 2,02,5",1,Bahan habis pakai,650.1.1.09.02.1.11.12
mak_11_12_237,237,11.12,Prodi Teknik Arsitektur (S1),1,1.09,1.09.02,"Jumlah IPK/IPS 2,02,5",2,Honor/Upah,650.1.1.09.02.2.11.12
mak_11_12_238,238,11.12,Prodi Teknik Arsitektur (S1),1,1.09,1.09.02,"Jumlah IPK/IPS 2,02,5",3,Sewa,650.1.1.09.02.3.11.12
mak_11_12_239,239,11.12,Prodi Teknik Arsitektur (S1),1,1.09,1.09.02,"Jumlah IPK/IPS 2,02,5",4,Outsourcing,650.1.1.09.02.4.11.12
mak_11_12_240,240,11.12,Prodi Teknik Arsitektur (S1),1,1.09,1.09.02,"Jumlah IPK/IPS 2,02,5",5,Overhead,650.1.1.09.02.5.11.12
mak_11_12_241,241,11.12,Prodi Teknik Arsitektur (S1),1,1.09,1.09.03,"Jumlah IPK/IPS 2,53,0",1,Bahan habis pakai,650.1.1.09.03.1.11.12
mak_11_12_242,242,11.12,Prodi Teknik Arsitektur (S1),1,1.09,1.09.03,"Jumlah IPK/IPS 2,53,0",2,Honor/Upah,650.1.1.09.03.2.11.12
mak_11_12_243,243,11.12,Prodi Teknik Arsitektur (S1),1,1.09,1.09.03,"Jumlah IPK/IPS 2,53,0",3,Sewa,650.1.1.09.03.3.11.12
mak_11_12_244,244,11.12,Prodi Teknik Arsitektur (S1),1,1.09,1.09.03,"Jumlah IPK/IPS 2,53,0",4,Outsourcing,650.1.1.09.03.4.11.12
mak_11_12_245,245,11.12,Prodi Teknik Arsitektur (S1),1,1.09,1.09.03,"Jumlah IPK/IPS 2,53,0",5,Overhead,650.1.1.09.03.5.11.12
mak_11_12_246,246,11.12,Prodi Teknik Arsitektur (S1),1,1.09,1.09.04,"Jumlah IPK/IPS 3,04,0",1,Bahan habis pakai,650.1.1.09.04.1.11.12
mak_11_12_247,247,11.12,Prodi Teknik Arsitektur (S1),1,1.09,1.09.04,"Jumlah IPK/IPS 3,04,0",2,Honor/Upah,650.1.1.09.04.2.11.12
mak_11_12_248,248,11.12,Prodi Teknik Arsitektur (S1),1,1.09,1.09.04,"Jumlah IPK/IPS 3,04,0",3,Sewa,650.1.1.09.04.3.11.12
mak_11_12_249,249,11.12,Prodi Teknik Arsitektur (S1),1,1.09,1.09.04,"Jumlah IPK/IPS 3,04,0",4,Outsourcing,650.1.1.09.04.4.11.12
mak_11_12_250,250,11.12,Prodi Teknik Arsitektur (S1),1,1.09,1.09.04,"Jumlah IPK/IPS 3,04,0",5,Overhead,650.1.1.09.04.5.11.12
mak_11_12_251,251,11.12,Prodi Teknik Arsitektur (S1),1,1.09,1.09.05,Segmentasi status akademik mhs berdasar perolehan SKS,1,Bahan habis pakai,650.1.1.09.05.1.11.12
mak_11_12_252,252,11.12,Prodi Teknik Arsitektur (S1),1,1.09,1.09.05,Segmentasi status akademik mhs berdasar perolehan SKS,2,Honor/Upah,650.1.1.09.05.2.11.12
mak_11_12_253,253,11.12,Prodi Teknik Arsitektur (S1),1,1.09,1.09.05,Segmentasi status akademik mhs berdasar perolehan SKS,3,Sewa,650.1.1.09.05.3.11.12
mak_11_12_254,254,11.12,Prodi Teknik Arsitektur (S1),1,1.09,1.09.05,Segmentasi status akademik mhs berdasar perolehan SKS,4,Outsourcing,650.1.1.09.05.4.11.12
mak_11_12_255,255,11.12,Prodi Teknik Arsitektur (S1),1,1.09,1.09.05,Segmentasi status akademik mhs berdasar perolehan SKS,5,Overhead,650.1.1.09.05.5.11.12
mak_11_12_256,256,11.12,Prodi Teknik Arsitektur (S1),1,1.10,1.10.01,Ketepatan waktu mulai,1,Bahan habis pakai,650.1.1.10.01.1.11.12
mak_11_12_257,257,11.12,Prodi Teknik Arsitektur (S1),1,1.10,1.10.01,Ketepatan waktu mulai,2,Honor/Upah,650.1.1.10.01.2.11.12
mak_11_12_258,258,11.12,Prodi Teknik Arsitektur (S1),1,1.10,1.10.01,Ketepatan waktu mulai,3,Sewa,650.1.1.10.01.3.11.12
mak_11_12_259,259,11.12,Prodi Teknik Arsitektur (S1),1,1.10,1.10.01,Ketepatan waktu mulai,4,Outsourcing,650.1.1.10.01.4.11.12
mak_11_12_260,260,11.12,Prodi Teknik Arsitektur (S1),1,1.10,1.10.01,Ketepatan waktu mulai,5,Overhead,650.1.1.10.01.5.11.12
mak_11_12_261,261,11.12,Prodi Teknik Arsitektur (S1),1,1.10,1.10.02,Ketepatan waktu selesai,1,Bahan habis pakai,650.1.1.10.02.1.11.12
mak_11_12_262,262,11.12,Prodi Teknik Arsitektur (S1),1,1.10,1.10.02,Ketepatan waktu selesai,2,Honor/Upah,650.1.1.10.02.2.11.12
mak_11_12_263,263,11.12,Prodi Teknik Arsitektur (S1),1,1.10,1.10.02,Ketepatan waktu selesai,3,Sewa,650.1.1.10.02.3.11.12
mak_11_12_264,264,11.12,Prodi Teknik Arsitektur (S1),1,1.10,1.10.02,Ketepatan waktu selesai,4,Outsourcing,650.1.1.10.02.4.11.12
mak_11_12_265,265,11.12,Prodi Teknik Arsitektur (S1),1,1.10,1.10.02,Ketepatan waktu selesai,5,Overhead,650.1.1.10.02.5.11.12
mak_11_12_266,266,11.12,Prodi Teknik Arsitektur (S1),1,1.11,1.11.01,Jadual ujian skripsi,1,Bahan habis pakai,650.1.1.11.01.1.11.12
mak_11_12_267,267,11.12,Prodi Teknik Arsitektur (S1),1,1.11,1.11.01,Jadual ujian skripsi,2,Honor/Upah,650.1.1.11.01.2.11.12
mak_11_12_268,268,11.12,Prodi Teknik Arsitektur (S1),1,1.11,1.11.01,Jadual ujian skripsi,3,Sewa,650.1.1.11.01.3.11.12
mak_11_12_269,269,11.12,Prodi Teknik Arsitektur (S1),1,1.11,1.11.01,Jadual ujian skripsi,4,Outsourcing,650.1.1.11.01.4.11.12
mak_11_12_270,270,11.12,Prodi Teknik Arsitektur (S1),1,1.11,1.11.01,Jadual ujian skripsi,5,Overhead,650.1.1.11.01.5.11.12
mak_11_12_271,271,11.12,Prodi Teknik Arsitektur (S1),1,1.11,1.11.02,Kehadiran pembimbing & penguji,1,Bahan habis pakai,650.1.1.11.02.1.11.12
mak_11_12_272,272,11.12,Prodi Teknik Arsitektur (S1),1,1.11,1.11.02,Kehadiran pembimbing & penguji,2,Honor/Upah,650.1.1.11.02.2.11.12
mak_11_12_273,273,11.12,Prodi Teknik Arsitektur (S1),1,1.11,1.11.02,Kehadiran pembimbing & penguji,3,Sewa,650.1.1.11.02.3.11.12
mak_11_12_274,274,11.12,Prodi Teknik Arsitektur (S1),1,1.11,1.11.02,Kehadiran pembimbing & penguji,4,Outsourcing,650.1.1.11.02.4.11.12
mak_11_12_275,275,11.12,Prodi Teknik Arsitektur (S1),1,1.11,1.11.02,Kehadiran pembimbing & penguji,5,Overhead,650.1.1.11.02.5.11.12
mak_11_12_276,276,11.12,Prodi Teknik Arsitektur (S1),1,1.11,1.11.03,Jumlah mhs yg lulus,1,Bahan habis pakai,650.1.1.11.03.1.11.12
mak_11_12_277,277,11.12,Prodi Teknik Arsitektur (S1),1,1.11,1.11.03,Jumlah mhs yg lulus,2,Honor/Upah,650.1.1.11.03.2.11.12
mak_11_12_278,278,11.12,Prodi Teknik Arsitektur (S1),1,1.11,1.11.03,Jumlah mhs yg lulus,3,Sewa,650.1.1.11.03.3.11.12
mak_11_12_279,279,11.12,Prodi Teknik Arsitektur (S1),1,1.11,1.11.03,Jumlah mhs yg lulus,4,Outsourcing,650.1.1.11.03.4.11.12
mak_11_12_280,280,11.12,Prodi Teknik Arsitektur (S1),1,1.11,1.11.03,Jumlah mhs yg lulus,5,Overhead,650.1.1.11.03.5.11.12
mak_11_12_281,281,11.12,Prodi Teknik Arsitektur (S1),2,2.01,2.01.01,Persiapan draft RIP & study banding,1,Bahan habis pakai,650.1.2.01.01.1.11.12
mak_11_12_282,282,11.12,Prodi Teknik Arsitektur (S1),2,2.01,2.01.01,Persiapan draft RIP & study banding,2,Honor/Upah,650.1.2.01.01.2.11.12
mak_11_12_283,283,11.12,Prodi Teknik Arsitektur (S1),2,2.01,2.01.01,Persiapan draft RIP & study banding,3,Sewa,650.1.2.01.01.3.11.12
mak_11_12_284,284,11.12,Prodi Teknik Arsitektur (S1),2,2.01,2.01.01,Persiapan draft RIP & study banding,4,Outsourcing,650.1.2.01.01.4.11.12
mak_11_12_285,285,11.12,Prodi Teknik Arsitektur (S1),2,2.01,2.01.01,Persiapan draft RIP & study banding,5,Overhead,650.1.2.01.01.5.11.12
mak_11_12_286,286,11.12,Prodi Teknik Arsitektur (S1),2,2.01,2.01.02,Pengumpulan data dari unit terkait,1,Bahan habis pakai,650.1.2.01.02.1.11.12
mak_11_12_287,287,11.12,Prodi Teknik Arsitektur (S1),2,2.01,2.01.02,Pengumpulan data dari unit terkait,2,Honor/Upah,650.1.2.01.02.2.11.12
mak_11_12_288,288,11.12,Prodi Teknik Arsitektur (S1),2,2.01,2.01.02,Pengumpulan data dari unit terkait,3,Sewa,650.1.2.01.02.3.11.12
mak_11_12_289,289,11.12,Prodi Teknik Arsitektur (S1),2,2.01,2.01.02,Pengumpulan data dari unit terkait,4,Outsourcing,650.1.2.01.02.4.11.12
mak_11_12_290,290,11.12,Prodi Teknik Arsitektur (S1),2,2.01,2.01.02,Pengumpulan data dari unit terkait,5,Overhead,650.1.2.01.02.5.11.12
mak_11_12_291,291,11.12,Prodi Teknik Arsitektur (S1),2,2.01,2.01.03,Rapat pendahuluan SC & OC,1,Bahan habis pakai,650.1.2.01.03.1.11.12
mak_11_12_292,292,11.12,Prodi Teknik Arsitektur (S1),2,2.01,2.01.03,Rapat pendahuluan SC & OC,2,Honor/Upah,650.1.2.01.03.2.11.12
mak_11_12_293,293,11.12,Prodi Teknik Arsitektur (S1),2,2.01,2.01.03,Rapat pendahuluan SC & OC,3,Sewa,650.1.2.01.03.3.11.12
mak_11_12_294,294,11.12,Prodi Teknik Arsitektur (S1),2,2.01,2.01.03,Rapat pendahuluan SC & OC,4,Outsourcing,650.1.2.01.03.4.11.12
mak_11_12_295,295,11.12,Prodi Teknik Arsitektur (S1),2,2.01,2.01.03,Rapat pendahuluan SC & OC,5,Overhead,650.1.2.01.03.5.11.12
mak_11_12_296,296,11.12,Prodi Teknik Arsitektur (S1),2,2.01,2.01.04,"Raker penyususnan RIP, Panduan dan SOP",1,Bahan habis pakai,650.1.2.01.04.1.11.12
mak_11_12_297,297,11.12,Prodi Teknik Arsitektur (S1),2,2.01,2.01.04,"Raker penyususnan RIP, Panduan dan SOP",2,Honor/Upah,650.1.2.01.04.2.11.12
mak_11_12_298,298,11.12,Prodi Teknik Arsitektur (S1),2,2.01,2.01.04,"Raker penyususnan RIP, Panduan dan SOP",3,Sewa,650.1.2.01.04.3.11.12
mak_11_12_299,299,11.12,Prodi Teknik Arsitektur (S1),2,2.01,2.01.04,"Raker penyususnan RIP, Panduan dan SOP",4,Outsourcing,650.1.2.01.04.4.11.12
mak_11_12_300,300,11.12,Prodi Teknik Arsitektur (S1),2,2.01,2.01.04,"Raker penyususnan RIP, Panduan dan SOP",5,Overhead,650.1.2.01.04.5.11.12
mak_11_12_301,301,11.12,Prodi Teknik Arsitektur (S1),2,2.02,2.02.01,Penyusunan panduan penelitian sesuai panduan Dikti,1,Bahan habis pakai,650.1.2.02.01.1.11.12
mak_11_12_302,302,11.12,Prodi Teknik Arsitektur (S1),2,2.02,2.02.01,Penyusunan panduan penelitian sesuai panduan Dikti,2,Honor/Upah,650.1.2.02.01.2.11.12
mak_11_12_303,303,11.12,Prodi Teknik Arsitektur (S1),2,2.02,2.02.01,Penyusunan panduan penelitian sesuai panduan Dikti,3,Sewa,650.1.2.02.01.3.11.12
mak_11_12_304,304,11.12,Prodi Teknik Arsitektur (S1),2,2.02,2.02.01,Penyusunan panduan penelitian sesuai panduan Dikti,4,Outsourcing,650.1.2.02.01.4.11.12
mak_11_12_305,305,11.12,Prodi Teknik Arsitektur (S1),2,2.02,2.02.01,Penyusunan panduan penelitian sesuai panduan Dikti,5,Overhead,650.1.2.02.01.5.11.12
mak_11_12_306,306,11.12,Prodi Teknik Arsitektur (S1),2,2.02,2.02.02,Rapat koordinasi,1,Bahan habis pakai,650.1.2.02.02.1.11.12
mak_11_12_307,307,11.12,Prodi Teknik Arsitektur (S1),2,2.02,2.02.02,Rapat koordinasi,2,Honor/Upah,650.1.2.02.02.2.11.12
mak_11_12_308,308,11.12,Prodi Teknik Arsitektur (S1),2,2.02,2.02.02,Rapat koordinasi,3,Sewa,650.1.2.02.02.3.11.12
mak_11_12_309,309,11.12,Prodi Teknik Arsitektur (S1),2,2.02,2.02.02,Rapat koordinasi,4,Outsourcing,650.1.2.02.02.4.11.12
mak_11_12_310,310,11.12,Prodi Teknik Arsitektur (S1),2,2.02,2.02.02,Rapat koordinasi,5,Overhead,650.1.2.02.02.5.11.12
mak_11_12_311,311,11.12,Prodi Teknik Arsitektur (S1),2,2.02,2.02.03,Sosialisasi program PP,1,Bahan habis pakai,650.1.2.02.03.1.11.12
mak_11_12_312,312,11.12,Prodi Teknik Arsitektur (S1),2,2.02,2.02.03,Sosialisasi program PP,2,Honor/Upah,650.1.2.02.03.2.11.12
mak_11_12_313,313,11.12,Prodi Teknik Arsitektur (S1),2,2.02,2.02.03,Sosialisasi program PP,3,Sewa,650.1.2.02.03.3.11.12
mak_11_12_314,314,11.12,Prodi Teknik Arsitektur (S1),2,2.02,2.02.03,Sosialisasi program PP,4,Outsourcing,650.1.2.02.03.4.11.12
mak_11_12_315,315,11.12,Prodi Teknik Arsitektur (S1),2,2.02,2.02.03,Sosialisasi program PP,5,Overhead,650.1.2.02.03.5.11.12
mak_11_12_316,316,11.12,Prodi Teknik Arsitektur (S1),2,2.02,2.02.04,Penyusunan Company Profile,1,Bahan habis pakai,650.1.2.02.04.1.11.12
mak_11_12_317,317,11.12,Prodi Teknik Arsitektur (S1),2,2.02,2.02.04,Penyusunan Company Profile,2,Honor/Upah,650.1.2.02.04.2.11.12
mak_11_12_318,318,11.12,Prodi Teknik Arsitektur (S1),2,2.02,2.02.04,Penyusunan Company Profile,3,Sewa,650.1.2.02.04.3.11.12
mak_11_12_319,319,11.12,Prodi Teknik Arsitektur (S1),2,2.02,2.02.04,Penyusunan Company Profile,4,Outsourcing,650.1.2.02.04.4.11.12
mak_11_12_320,320,11.12,Prodi Teknik Arsitektur (S1),2,2.02,2.02.04,Penyusunan Company Profile,5,Overhead,650.1.2.02.04.5.11.12
mak_11_12_321,321,11.12,Prodi Teknik Arsitektur (S1),2,2.03,2.03.01,Pelatihan pembuatan proposal Penelitian,1,Bahan habis pakai,650.1.2.03.01.1.11.12
mak_11_12_322,322,11.12,Prodi Teknik Arsitektur (S1),2,2.03,2.03.01,Pelatihan pembuatan proposal Penelitian,2,Honor/Upah,650.1.2.03.01.2.11.12
mak_11_12_323,323,11.12,Prodi Teknik Arsitektur (S1),2,2.03,2.03.01,Pelatihan pembuatan proposal Penelitian,3,Sewa,650.1.2.03.01.3.11.12
mak_11_12_324,324,11.12,Prodi Teknik Arsitektur (S1),2,2.03,2.03.01,Pelatihan pembuatan proposal Penelitian,4,Outsourcing,650.1.2.03.01.4.11.12
mak_11_12_325,325,11.12,Prodi Teknik Arsitektur (S1),2,2.03,2.03.01,Pelatihan pembuatan proposal Penelitian,5,Overhead,650.1.2.03.01.5.11.12
mak_11_12_326,326,11.12,Prodi Teknik Arsitektur (S1),2,2.03,2.03.10,Pelatihan jurnal ilmiah sesuai saintech bagi dosen,1,Bahan habis pakai,650.1.2.03.10.1.11.12
mak_11_12_327,327,11.12,Prodi Teknik Arsitektur (S1),2,2.03,2.03.10,Pelatihan jurnal ilmiah sesuai saintech bagi dosen,2,Honor/Upah,650.1.2.03.10.2.11.12
mak_11_12_328,328,11.12,Prodi Teknik Arsitektur (S1),2,2.03,2.03.10,Pelatihan jurnal ilmiah sesuai saintech bagi dosen,3,Sewa,650.1.2.03.10.3.11.12
