id,code unit,unit_id,kebijakan,program,kode kegiatan,kegiatan,cost type,name,kode
mak_184,11.11,Prodi Teknik Sipil (S1),1,1.06,1.06.06,Nilai akhir,4,Outsourcing,650.1.1.06.06.4.11.11
mak_185,11.11,Prodi Teknik Sipil (S1),1,1.06,1.06.06,Nilai akhir,5,Overhead,650.1.1.06.06.5.11.11
mak_186,11.11,Prodi Teknik Sipil (S1),1,1.06,1.06.07,Vakasi ujian,1,Bahan habis pakai,650.1.1.06.07.1.11.11
mak_187,11.11,Prodi Teknik Sipil (S1),1,1.06,1.06.07,Vakasi ujian,2,Honor/Upah,650.1.1.06.07.2.11.11
mak_188,11.11,Prodi Teknik Sipil (S1),1,1.06,1.06.07,Vakasi ujian,3,Sewa,650.1.1.06.07.3.11.11
mak_189,11.11,Prodi Teknik Sipil (S1),1,1.06,1.06.07,Vakasi ujian,4,Outsourcing,650.1.1.06.07.4.11.11
mak_190,11.11,Prodi Teknik Sipil (S1),1,1.06,1.06.07,Vakasi ujian,5,Overhead,650.1.1.06.07.5.11.11
mak_191,11.11,Prodi Teknik Sipil (S1),1,1.07,1.07.01,Tersediaan sarana & prasarana ujian,1,Bahan habis pakai,650.1.1.07.01.1.11.11
mak_192,11.11,Prodi Teknik Sipil (S1),1,1.07,1.07.01,Tersediaan sarana & prasarana ujian,2,Honor/Upah,650.1.1.07.01.2.11.11
mak_193,11.11,Prodi Teknik Sipil (S1),1,1.07,1.07.01,Tersediaan sarana & prasarana ujian,3,Sewa,650.1.1.07.01.3.11.11
mak_194,11.11,Prodi Teknik Sipil (S1),1,1.07,1.07.01,Tersediaan sarana & prasarana ujian,4,Outsourcing,650.1.1.07.01.4.11.11
mak_195,11.11,Prodi Teknik Sipil (S1),1,1.07,1.07.01,Tersediaan sarana & prasarana ujian,5,Overhead,650.1.1.07.01.5.11.11
mak_196,11.11,Prodi Teknik Sipil (S1),1,1.07,1.07.02,Jadual ujian,1,Bahan habis pakai,650.1.1.07.02.1.11.11
mak_197,11.11,Prodi Teknik Sipil (S1),1,1.07,1.07.02,Jadual ujian,2,Honor/Upah,650.1.1.07.02.2.11.11
mak_198,11.11,Prodi Teknik Sipil (S1),1,1.07,1.07.02,Jadual ujian,3,Sewa,650.1.1.07.02.3.11.11
mak_199,11.11,Prodi Teknik Sipil (S1),1,1.07,1.07.02,Jadual ujian,4,Outsourcing,650.1.1.07.02.4.11.11
mak_200,11.11,Prodi Teknik Sipil (S1),1,1.07,1.07.02,Jadual ujian,5,Overhead,650.1.1.07.02.5.11.11
mak_201,11.11,Prodi Teknik Sipil (S1),1,1.07,1.07.03,KPU,1,Bahan habis pakai,650.1.1.07.03.1.11.11
mak_202,11.11,Prodi Teknik Sipil (S1),1,1.07,1.07.03,KPU,2,Honor/Upah,650.1.1.07.03.2.11.11
mak_203,11.11,Prodi Teknik Sipil (S1),1,1.07,1.07.03,KPU,3,Sewa,650.1.1.07.03.3.11.11
mak_204,11.11,Prodi Teknik Sipil (S1),1,1.07,1.07.03,KPU,4,Outsourcing,650.1.1.07.03.4.11.11
mak_205,11.11,Prodi Teknik Sipil (S1),1,1.07,1.07.03,KPU,5,Overhead,650.1.1.07.03.5.11.11
mak_206,11.11,Prodi Teknik Sipil (S1),1,1.07,1.07.04,Naskah ujian & lembar jawab,1,Bahan habis pakai,650.1.1.07.04.1.11.11
mak_207,11.11,Prodi Teknik Sipil (S1),1,1.07,1.07.04,Naskah ujian & lembar jawab,2,Honor/Upah,650.1.1.07.04.2.11.11
mak_208,11.11,Prodi Teknik Sipil (S1),1,1.07,1.07.04,Naskah ujian & lembar jawab,3,Sewa,650.1.1.07.04.3.11.11
mak_209,11.11,Prodi Teknik Sipil (S1),1,1.07,1.07.04,Naskah ujian & lembar jawab,4,Outsourcing,650.1.1.07.04.4.11.11
mak_210,11.11,Prodi Teknik Sipil (S1),1,1.07,1.07.04,Naskah ujian & lembar jawab,5,Overhead,650.1.1.07.04.5.11.11
mak_211,11.11,Prodi Teknik Sipil (S1),1,1.07,1.07.05,Daftar hadir & daftar nilai peserta ujian,1,Bahan habis pakai,650.1.1.07.05.1.11.11
mak_212,11.11,Prodi Teknik Sipil (S1),1,1.07,1.07.05,Daftar hadir & daftar nilai peserta ujian,2,Honor/Upah,650.1.1.07.05.2.11.11
mak_213,11.11,Prodi Teknik Sipil (S1),1,1.07,1.07.05,Daftar hadir & daftar nilai peserta ujian,3,Sewa,650.1.1.07.05.3.11.11
mak_214,11.11,Prodi Teknik Sipil (S1),1,1.07,1.07.05,Daftar hadir & daftar nilai peserta ujian,4,Outsourcing,650.1.1.07.05.4.11.11
mak_215,11.11,Prodi Teknik Sipil (S1),1,1.07,1.07.05,Daftar hadir & daftar nilai peserta ujian,5,Overhead,650.1.1.07.05.5.11.11
mak_216,11.11,Prodi Teknik Sipil (S1),1,1.07,1.07.06,Nilai akhir,1,Bahan habis pakai,650.1.1.07.06.1.11.11
mak_217,11.11,Prodi Teknik Sipil (S1),1,1.07,1.07.06,Nilai akhir,2,Honor/Upah,650.1.1.07.06.2.11.11
mak_218,11.11,Prodi Teknik Sipil (S1),1,1.07,1.07.06,Nilai akhir,3,Sewa,650.1.1.07.06.3.11.11
mak_219,11.11,Prodi Teknik Sipil (S1),1,1.07,1.07.06,Nilai akhir,4,Outsourcing,650.1.1.07.06.4.11.11
mak_220,11.11,Prodi Teknik Sipil (S1),1,1.07,1.07.06,Nilai akhir,5,Overhead,650.1.1.07.06.5.11.11
mak_221,11.11,Prodi Teknik Sipil (S1),1,1.07,1.07.07,Vakasi ujian,1,Bahan habis pakai,650.1.1.07.07.1.11.11
mak_222,11.11,Prodi Teknik Sipil (S1),1,1.07,1.07.07,Vakasi ujian,2,Honor/Upah,650.1.1.07.07.2.11.11
mak_223,11.11,Prodi Teknik Sipil (S1),1,1.07,1.07.07,Vakasi ujian,3,Sewa,650.1.1.07.07.3.11.11
mak_224,11.11,Prodi Teknik Sipil (S1),1,1.07,1.07.07,Vakasi ujian,4,Outsourcing,650.1.1.07.07.4.11.11
mak_225,11.11,Prodi Teknik Sipil (S1),1,1.07,1.07.07,Vakasi ujian,5,Overhead,650.1.1.07.07.5.11.11
mak_226,11.11,Prodi Teknik Sipil (S1),1,1.08,1.08.01,Tersedia perush tempat mhs praktek,1,Bahan habis pakai,650.1.1.08.01.1.11.11
mak_227,11.11,Prodi Teknik Sipil (S1),1,1.08,1.08.01,Tersedia perush tempat mhs praktek,2,Honor/Upah,650.1.1.08.01.2.11.11
mak_228,11.11,Prodi Teknik Sipil (S1),1,1.08,1.08.01,Tersedia perush tempat mhs praktek,3,Sewa,650.1.1.08.01.3.11.11
mak_229,11.11,Prodi Teknik Sipil (S1),1,1.08,1.08.01,Tersedia perush tempat mhs praktek,4,Outsourcing,650.1.1.08.01.4.11.11
mak_230,11.11,Prodi Teknik Sipil (S1),1,1.08,1.08.01,Tersedia perush tempat mhs praktek,5,Overhead,650.1.1.08.01.5.11.11
mak_231,11.11,Prodi Teknik Sipil (S1),1,1.09,1.09.01,Jumlah IPK/IPS <2,1,Bahan habis pakai,650.1.1.09.01.1.11.11
mak_232,11.11,Prodi Teknik Sipil (S1),1,1.09,1.09.01,Jumlah IPK/IPS <2,2,Honor/Upah,650.1.1.09.01.2.11.11
mak_233,11.11,Prodi Teknik Sipil (S1),1,1.09,1.09.01,Jumlah IPK/IPS <2,3,Sewa,650.1.1.09.01.3.11.11
mak_234,11.11,Prodi Teknik Sipil (S1),1,1.09,1.09.01,Jumlah IPK/IPS <2,4,Outsourcing,650.1.1.09.01.4.11.11
mak_235,11.11,Prodi Teknik Sipil (S1),1,1.09,1.09.01,Jumlah IPK/IPS <2,5,Overhead,650.1.1.09.01.5.11.11
mak_236,11.11,Prodi Teknik Sipil (S1),1,1.09,1.09.02,"Jumlah IPK/IPS 2,02,5",1,Bahan habis pakai,650.1.1.09.02.1.11.11
mak_237,11.11,Prodi Teknik Sipil (S1),1,1.09,1.09.02,"Jumlah IPK/IPS 2,02,5",2,Honor/Upah,650.1.1.09.02.2.11.11
mak_238,11.11,Prodi Teknik Sipil (S1),1,1.09,1.09.02,"Jumlah IPK/IPS 2,02,5",3,Sewa,650.1.1.09.02.3.11.11
mak_239,11.11,Prodi Teknik Sipil (S1),1,1.09,1.09.02,"Jumlah IPK/IPS 2,02,5",4,Outsourcing,650.1.1.09.02.4.11.11
mak_240,11.11,Prodi Teknik Sipil (S1),1,1.09,1.09.02,"Jumlah IPK/IPS 2,02,5",5,Overhead,650.1.1.09.02.5.11.11
mak_241,11.11,Prodi Teknik Sipil (S1),1,1.09,1.09.03,"Jumlah IPK/IPS 2,53,0",1,Bahan habis pakai,650.1.1.09.03.1.11.11
mak_242,11.11,Prodi Teknik Sipil (S1),1,1.09,1.09.03,"Jumlah IPK/IPS 2,53,0",2,Honor/Upah,650.1.1.09.03.2.11.11
mak_243,11.11,Prodi Teknik Sipil (S1),1,1.09,1.09.03,"Jumlah IPK/IPS 2,53,0",3,Sewa,650.1.1.09.03.3.11.11
mak_244,11.11,Prodi Teknik Sipil (S1),1,1.09,1.09.03,"Jumlah IPK/IPS 2,53,0",4,Outsourcing,650.1.1.09.03.4.11.11
mak_245,11.11,Prodi Teknik Sipil (S1),1,1.09,1.09.03,"Jumlah IPK/IPS 2,53,0",5,Overhead,650.1.1.09.03.5.11.11
mak_246,11.11,Prodi Teknik Sipil (S1),1,1.09,1.09.04,"Jumlah IPK/IPS 3,04,0",1,Bahan habis pakai,650.1.1.09.04.1.11.11
mak_247,11.11,Prodi Teknik Sipil (S1),1,1.09,1.09.04,"Jumlah IPK/IPS 3,04,0",2,Honor/Upah,650.1.1.09.04.2.11.11
mak_248,11.11,Prodi Teknik Sipil (S1),1,1.09,1.09.04,"Jumlah IPK/IPS 3,04,0",3,Sewa,650.1.1.09.04.3.11.11
mak_249,11.11,Prodi Teknik Sipil (S1),1,1.09,1.09.04,"Jumlah IPK/IPS 3,04,0",4,Outsourcing,650.1.1.09.04.4.11.11
mak_250,11.11,Prodi Teknik Sipil (S1),1,1.09,1.09.04,"Jumlah IPK/IPS 3,04,0",5,Overhead,650.1.1.09.04.5.11.11
mak_251,11.11,Prodi Teknik Sipil (S1),1,1.09,1.09.05,Segmentasi status akademik mhs berdasar perolehan SKS,1,Bahan habis pakai,650.1.1.09.05.1.11.11
mak_252,11.11,Prodi Teknik Sipil (S1),1,1.09,1.09.05,Segmentasi status akademik mhs berdasar perolehan SKS,2,Honor/Upah,650.1.1.09.05.2.11.11
mak_253,11.11,Prodi Teknik Sipil (S1),1,1.09,1.09.05,Segmentasi status akademik mhs berdasar perolehan SKS,3,Sewa,650.1.1.09.05.3.11.11
mak_254,11.11,Prodi Teknik Sipil (S1),1,1.09,1.09.05,Segmentasi status akademik mhs berdasar perolehan SKS,4,Outsourcing,650.1.1.09.05.4.11.11
mak_255,11.11,Prodi Teknik Sipil (S1),1,1.09,1.09.05,Segmentasi status akademik mhs berdasar perolehan SKS,5,Overhead,650.1.1.09.05.5.11.11
mak_256,11.11,Prodi Teknik Sipil (S1),1,1.10,1.10.01,Ketepatan waktu mulai,1,Bahan habis pakai,650.1.1.10.01.1.11.11
mak_257,11.11,Prodi Teknik Sipil (S1),1,1.10,1.10.01,Ketepatan waktu mulai,2,Honor/Upah,650.1.1.10.01.2.11.11
mak_258,11.11,Prodi Teknik Sipil (S1),1,1.10,1.10.01,Ketepatan waktu mulai,3,Sewa,650.1.1.10.01.3.11.11
mak_259,11.11,Prodi Teknik Sipil (S1),1,1.10,1.10.01,Ketepatan waktu mulai,4,Outsourcing,650.1.1.10.01.4.11.11
mak_260,11.11,Prodi Teknik Sipil (S1),1,1.10,1.10.01,Ketepatan waktu mulai,5,Overhead,650.1.1.10.01.5.11.11
mak_261,11.11,Prodi Teknik Sipil (S1),1,1.10,1.10.02,Ketepatan waktu selesai,1,Bahan habis pakai,650.1.1.10.02.1.11.11
mak_262,11.11,Prodi Teknik Sipil (S1),1,1.10,1.10.02,Ketepatan waktu selesai,2,Honor/Upah,650.1.1.10.02.2.11.11
mak_263,11.11,Prodi Teknik Sipil (S1),1,1.10,1.10.02,Ketepatan waktu selesai,3,Sewa,650.1.1.10.02.3.11.11
mak_264,11.11,Prodi Teknik Sipil (S1),1,1.10,1.10.02,Ketepatan waktu selesai,4,Outsourcing,650.1.1.10.02.4.11.11
mak_265,11.11,Prodi Teknik Sipil (S1),1,1.10,1.10.02,Ketepatan waktu selesai,5,Overhead,650.1.1.10.02.5.11.11
mak_266,11.11,Prodi Teknik Sipil (S1),1,1.11,1.11.01,Jadual ujian skripsi,1,Bahan habis pakai,650.1.1.11.01.1.11.11
mak_267,11.11,Prodi Teknik Sipil (S1),1,1.11,1.11.01,Jadual ujian skripsi,2,Honor/Upah,650.1.1.11.01.2.11.11
mak_268,11.11,Prodi Teknik Sipil (S1),1,1.11,1.11.01,Jadual ujian skripsi,3,Sewa,650.1.1.11.01.3.11.11
mak_269,11.11,Prodi Teknik Sipil (S1),1,1.11,1.11.01,Jadual ujian skripsi,4,Outsourcing,650.1.1.11.01.4.11.11
mak_270,11.11,Prodi Teknik Sipil (S1),1,1.11,1.11.01,Jadual ujian skripsi,5,Overhead,650.1.1.11.01.5.11.11
mak_271,11.11,Prodi Teknik Sipil (S1),1,1.11,1.11.02,Kehadiran pembimbing & penguji,1,Bahan habis pakai,650.1.1.11.02.1.11.11
mak_272,11.11,Prodi Teknik Sipil (S1),1,1.11,1.11.02,Kehadiran pembimbing & penguji,2,Honor/Upah,650.1.1.11.02.2.11.11
mak_273,11.11,Prodi Teknik Sipil (S1),1,1.11,1.11.02,Kehadiran pembimbing & penguji,3,Sewa,650.1.1.11.02.3.11.11
mak_274,11.11,Prodi Teknik Sipil (S1),1,1.11,1.11.02,Kehadiran pembimbing & penguji,4,Outsourcing,650.1.1.11.02.4.11.11
mak_275,11.11,Prodi Teknik Sipil (S1),1,1.11,1.11.02,Kehadiran pembimbing & penguji,5,Overhead,650.1.1.11.02.5.11.11
mak_276,11.11,Prodi Teknik Sipil (S1),1,1.11,1.11.03,Jumlah mhs yg lulus,1,Bahan habis pakai,650.1.1.11.03.1.11.11
mak_277,11.11,Prodi Teknik Sipil (S1),1,1.11,1.11.03,Jumlah mhs yg lulus,2,Honor/Upah,650.1.1.11.03.2.11.11
mak_278,11.11,Prodi Teknik Sipil (S1),1,1.11,1.11.03,Jumlah mhs yg lulus,3,Sewa,650.1.1.11.03.3.11.11
mak_279,11.11,Prodi Teknik Sipil (S1),1,1.11,1.11.03,Jumlah mhs yg lulus,4,Outsourcing,650.1.1.11.03.4.11.11
mak_280,11.11,Prodi Teknik Sipil (S1),1,1.11,1.11.03,Jumlah mhs yg lulus,5,Overhead,650.1.1.11.03.5.11.11
mak_281,11.11,Prodi Teknik Sipil (S1),2,2.01,2.01.01,Persiapan draft RIP & study banding,1,Bahan habis pakai,650.1.2.01.01.1.11.11
mak_282,11.11,Prodi Teknik Sipil (S1),2,2.01,2.01.01,Persiapan draft RIP & study banding,2,Honor/Upah,650.1.2.01.01.2.11.11
mak_283,11.11,Prodi Teknik Sipil (S1),2,2.01,2.01.01,Persiapan draft RIP & study banding,3,Sewa,650.1.2.01.01.3.11.11
mak_284,11.11,Prodi Teknik Sipil (S1),2,2.01,2.01.01,Persiapan draft RIP & study banding,4,Outsourcing,650.1.2.01.01.4.11.11
mak_285,11.11,Prodi Teknik Sipil (S1),2,2.01,2.01.01,Persiapan draft RIP & study banding,5,Overhead,650.1.2.01.01.5.11.11
mak_286,11.11,Prodi Teknik Sipil (S1),2,2.01,2.01.02,Pengumpulan data dari unit terkait,1,Bahan habis pakai,650.1.2.01.02.1.11.11
mak_287,11.11,Prodi Teknik Sipil (S1),2,2.01,2.01.02,Pengumpulan data dari unit terkait,2,Honor/Upah,650.1.2.01.02.2.11.11
mak_288,11.11,Prodi Teknik Sipil (S1),2,2.01,2.01.02,Pengumpulan data dari unit terkait,3,Sewa,650.1.2.01.02.3.11.11
mak_289,11.11,Prodi Teknik Sipil (S1),2,2.01,2.01.02,Pengumpulan data dari unit terkait,4,Outsourcing,650.1.2.01.02.4.11.11
mak_290,11.11,Prodi Teknik Sipil (S1),2,2.01,2.01.02,Pengumpulan data dari unit terkait,5,Overhead,650.1.2.01.02.5.11.11
mak_291,11.11,Prodi Teknik Sipil (S1),2,2.01,2.01.03,Rapat pendahuluan SC & OC,1,Bahan habis pakai,650.1.2.01.03.1.11.11
mak_292,11.11,Prodi Teknik Sipil (S1),2,2.01,2.01.03,Rapat pendahuluan SC & OC,2,Honor/Upah,650.1.2.01.03.2.11.11
mak_293,11.11,Prodi Teknik Sipil (S1),2,2.01,2.01.03,Rapat pendahuluan SC & OC,3,Sewa,650.1.2.01.03.3.11.11
mak_294,11.11,Prodi Teknik Sipil (S1),2,2.01,2.01.03,Rapat pendahuluan SC & OC,4,Outsourcing,650.1.2.01.03.4.11.11
mak_295,11.11,Prodi Teknik Sipil (S1),2,2.01,2.01.03,Rapat pendahuluan SC & OC,5,Overhead,650.1.2.01.03.5.11.11
mak_296,11.11,Prodi Teknik Sipil (S1),2,2.01,2.01.04,"Raker penyususnan RIP, Panduan dan SOP",1,Bahan habis pakai,650.1.2.01.04.1.11.11
mak_297,11.11,Prodi Teknik Sipil (S1),2,2.01,2.01.04,"Raker penyususnan RIP, Panduan dan SOP",2,Honor/Upah,650.1.2.01.04.2.11.11
mak_298,11.11,Prodi Teknik Sipil (S1),2,2.01,2.01.04,"Raker penyususnan RIP, Panduan dan SOP",3,Sewa,650.1.2.01.04.3.11.11
mak_299,11.11,Prodi Teknik Sipil (S1),2,2.01,2.01.04,"Raker penyususnan RIP, Panduan dan SOP",4,Outsourcing,650.1.2.01.04.4.11.11
mak_300,11.11,Prodi Teknik Sipil (S1),2,2.01,2.01.04,"Raker penyususnan RIP, Panduan dan SOP",5,Overhead,650.1.2.01.04.5.11.11
mak_301,11.11,Prodi Teknik Sipil (S1),2,2.02,2.02.01,Penyusunan panduan penelitian sesuai panduan Dikti,1,Bahan habis pakai,650.1.2.02.01.1.11.11
mak_302,11.11,Prodi Teknik Sipil (S1),2,2.02,2.02.01,Penyusunan panduan penelitian sesuai panduan Dikti,2,Honor/Upah,650.1.2.02.01.2.11.11
mak_303,11.11,Prodi Teknik Sipil (S1),2,2.02,2.02.01,Penyusunan panduan penelitian sesuai panduan Dikti,3,Sewa,650.1.2.02.01.3.11.11
mak_304,11.11,Prodi Teknik Sipil (S1),2,2.02,2.02.01,Penyusunan panduan penelitian sesuai panduan Dikti,4,Outsourcing,650.1.2.02.01.4.11.11
mak_305,11.11,Prodi Teknik Sipil (S1),2,2.02,2.02.01,Penyusunan panduan penelitian sesuai panduan Dikti,5,Overhead,650.1.2.02.01.5.11.11
mak_306,11.11,Prodi Teknik Sipil (S1),2,2.02,2.02.02,Rapat koordinasi,1,Bahan habis pakai,650.1.2.02.02.1.11.11
mak_307,11.11,Prodi Teknik Sipil (S1),2,2.02,2.02.02,Rapat koordinasi,2,Honor/Upah,650.1.2.02.02.2.11.11
mak_308,11.11,Prodi Teknik Sipil (S1),2,2.02,2.02.02,Rapat koordinasi,3,Sewa,650.1.2.02.02.3.11.11
mak_309,11.11,Prodi Teknik Sipil (S1),2,2.02,2.02.02,Rapat koordinasi,4,Outsourcing,650.1.2.02.02.4.11.11
mak_310,11.11,Prodi Teknik Sipil (S1),2,2.02,2.02.02,Rapat koordinasi,5,Overhead,650.1.2.02.02.5.11.11
mak_311,11.11,Prodi Teknik Sipil (S1),2,2.02,2.02.03,Sosialisasi program PP,1,Bahan habis pakai,650.1.2.02.03.1.11.11
mak_312,11.11,Prodi Teknik Sipil (S1),2,2.02,2.02.03,Sosialisasi program PP,2,Honor/Upah,650.1.2.02.03.2.11.11
mak_313,11.11,Prodi Teknik Sipil (S1),2,2.02,2.02.03,Sosialisasi program PP,3,Sewa,650.1.2.02.03.3.11.11
mak_314,11.11,Prodi Teknik Sipil (S1),2,2.02,2.02.03,Sosialisasi program PP,4,Outsourcing,650.1.2.02.03.4.11.11
mak_315,11.11,Prodi Teknik Sipil (S1),2,2.02,2.02.03,Sosialisasi program PP,5,Overhead,650.1.2.02.03.5.11.11
mak_316,11.11,Prodi Teknik Sipil (S1),2,2.02,2.02.04,Penyusunan Company Profile,1,Bahan habis pakai,650.1.2.02.04.1.11.11
mak_317,11.11,Prodi Teknik Sipil (S1),2,2.02,2.02.04,Penyusunan Company Profile,2,Honor/Upah,650.1.2.02.04.2.11.11
mak_318,11.11,Prodi Teknik Sipil (S1),2,2.02,2.02.04,Penyusunan Company Profile,3,Sewa,650.1.2.02.04.3.11.11
mak_319,11.11,Prodi Teknik Sipil (S1),2,2.02,2.02.04,Penyusunan Company Profile,4,Outsourcing,650.1.2.02.04.4.11.11
mak_320,11.11,Prodi Teknik Sipil (S1),2,2.02,2.02.04,Penyusunan Company Profile,5,Overhead,650.1.2.02.04.5.11.11
mak_321,11.11,Prodi Teknik Sipil (S1),2,2.03,2.03.01,Pelatihan pembuatan proposal Penelitian,1,Bahan habis pakai,650.1.2.03.01.1.11.11
mak_322,11.11,Prodi Teknik Sipil (S1),2,2.03,2.03.01,Pelatihan pembuatan proposal Penelitian,2,Honor/Upah,650.1.2.03.01.2.11.11
mak_323,11.11,Prodi Teknik Sipil (S1),2,2.03,2.03.01,Pelatihan pembuatan proposal Penelitian,3,Sewa,650.1.2.03.01.3.11.11
mak_324,11.11,Prodi Teknik Sipil (S1),2,2.03,2.03.01,Pelatihan pembuatan proposal Penelitian,4,Outsourcing,650.1.2.03.01.4.11.11
mak_325,11.11,Prodi Teknik Sipil (S1),2,2.03,2.03.01,Pelatihan pembuatan proposal Penelitian,5,Overhead,650.1.2.03.01.5.11.11
mak_326,11.11,Prodi Teknik Sipil (S1),2,2.03,2.03.10,Pelatihan jurnal ilmiah sesuai saintech bagi dosen,1,Bahan habis pakai,650.1.2.03.10.1.11.11
mak_327,11.11,Prodi Teknik Sipil (S1),2,2.03,2.03.10,Pelatihan jurnal ilmiah sesuai saintech bagi dosen,2,Honor/Upah,650.1.2.03.10.2.11.11
mak_328,11.11,Prodi Teknik Sipil (S1),2,2.03,2.03.10,Pelatihan jurnal ilmiah sesuai saintech bagi dosen,3,Sewa,650.1.2.03.10.3.11.11
mak_329,11.11,Prodi Teknik Sipil (S1),2,2.03,2.03.10,Pelatihan jurnal ilmiah sesuai saintech bagi dosen,4,Outsourcing,650.1.2.03.10.4.11.11
mak_330,11.11,Prodi Teknik Sipil (S1),2,2.03,2.03.10,Pelatihan jurnal ilmiah sesuai saintech bagi dosen,5,Overhead,650.1.2.03.10.5.11.11
mak_331,11.11,Prodi Teknik Sipil (S1),2,2.04,2.04.01,Seminar IPTEK regulair,1,Bahan habis pakai,650.1.2.04.01.1.11.11
mak_332,11.11,Prodi Teknik Sipil (S1),2,2.04,2.04.01,Seminar IPTEK regulair,2,Honor/Upah,650.1.2.04.01.2.11.11
mak_333,11.11,Prodi Teknik Sipil (S1),2,2.04,2.04.01,Seminar IPTEK regulair,3,Sewa,650.1.2.04.01.3.11.11
mak_334,11.11,Prodi Teknik Sipil (S1),2,2.04,2.04.01,Seminar IPTEK regulair,4,Outsourcing,650.1.2.04.01.4.11.11
mak_335,11.11,Prodi Teknik Sipil (S1),2,2.04,2.04.01,Seminar IPTEK regulair,5,Overhead,650.1.2.04.01.5.11.11
mak_336,11.11,Prodi Teknik Sipil (S1),2,2.05,2.05.02,Presentasi seminar ilmiah dosen,1,Bahan habis pakai,650.1.2.05.02.1.11.11
mak_337,11.11,Prodi Teknik Sipil (S1),2,2.05,2.05.02,Presentasi seminar ilmiah dosen,2,Honor/Upah,650.1.2.05.02.2.11.11
mak_338,11.11,Prodi Teknik Sipil (S1),2,2.05,2.05.02,Presentasi seminar ilmiah dosen,3,Sewa,650.1.2.05.02.3.11.11
mak_339,11.11,Prodi Teknik Sipil (S1),2,2.05,2.05.02,Presentasi seminar ilmiah dosen,4,Outsourcing,650.1.2.05.02.4.11.11
mak_340,11.11,Prodi Teknik Sipil (S1),2,2.05,2.05.02,Presentasi seminar ilmiah dosen,5,Overhead,650.1.2.05.02.5.11.11
mak_341,11.11,Prodi Teknik Sipil (S1),2,2.04,2.04.03,Seminar dan workshop nasional,1,Bahan habis pakai,650.1.2.04.03.1.11.11
mak_342,11.11,Prodi Teknik Sipil (S1),2,2.04,2.04.03,Seminar dan workshop nasional,2,Honor/Upah,650.1.2.04.03.2.11.11
mak_343,11.11,Prodi Teknik Sipil (S1),2,2.04,2.04.03,Seminar dan workshop nasional,3,Sewa,650.1.2.04.03.3.11.11
mak_344,11.11,Prodi Teknik Sipil (S1),2,2.04,2.04.03,Seminar dan workshop nasional,4,Outsourcing,650.1.2.04.03.4.11.11
mak_345,11.11,Prodi Teknik Sipil (S1),2,2.04,2.04.03,Seminar dan workshop nasional,5,Overhead,650.1.2.04.03.5.11.11
mak_346,11.11,Prodi Teknik Sipil (S1),2,2.05,2.05.01,Stimulan penelitian bagi dosen,1,Bahan habis pakai,650.1.2.05.01.1.11.11
mak_347,11.11,Prodi Teknik Sipil (S1),2,2.05,2.05.01,Stimulan penelitian bagi dosen,2,Honor/Upah,650.1.2.05.01.2.11.11
mak_348,11.11,Prodi Teknik Sipil (S1),2,2.05,2.05.01,Stimulan penelitian bagi dosen,3,Sewa,650.1.2.05.01.3.11.11
mak_349,11.11,Prodi Teknik Sipil (S1),2,2.05,2.05.01,Stimulan penelitian bagi dosen,4,Outsourcing,650.1.2.05.01.4.11.11
mak_350,11.11,Prodi Teknik Sipil (S1),2,2.05,2.05.01,Stimulan penelitian bagi dosen,5,Overhead,650.1.2.05.01.5.11.11
mak_351,11.11,Prodi Teknik Sipil (S1),3,3.01,3.01.01,"Penyusunan panduan penelitian, pengabdian & kewirausahaan",1,Bahan habis pakai,650.1.3.01.01.1.11.11
mak_352,11.11,Prodi Teknik Sipil (S1),3,3.01,3.01.01,"Penyusunan panduan penelitian, pengabdian & kewirausahaan",2,Honor/Upah,650.1.3.01.01.2.11.11
mak_353,11.11,Prodi Teknik Sipil (S1),3,3.01,3.01.01,"Penyusunan panduan penelitian, pengabdian & kewirausahaan",3,Sewa,650.1.3.01.01.3.11.11
mak_354,11.11,Prodi Teknik Sipil (S1),3,3.01,3.01.01,"Penyusunan panduan penelitian, pengabdian & kewirausahaan",4,Outsourcing,650.1.3.01.01.4.11.11
mak_355,11.11,Prodi Teknik Sipil (S1),3,3.01,3.01.01,"Penyusunan panduan penelitian, pengabdian & kewirausahaan",5,Overhead,650.1.3.01.01.5.11.11
mak_356,11.11,Prodi Teknik Sipil (S1),3,3.01,3.01.02,Penyusunan peraturan & silabi pelatihan bagi masyarakat,1,Bahan habis pakai,650.1.3.01.02.1.11.11
mak_357,11.11,Prodi Teknik Sipil (S1),3,3.01,3.01.02,Penyusunan peraturan & silabi pelatihan bagi masyarakat,2,Honor/Upah,650.1.3.01.02.2.11.11
mak_358,11.11,Prodi Teknik Sipil (S1),3,3.01,3.01.02,Penyusunan peraturan & silabi pelatihan bagi masyarakat,3,Sewa,650.1.3.01.02.3.11.11
mak_359,11.11,Prodi Teknik Sipil (S1),3,3.01,3.01.02,Penyusunan peraturan & silabi pelatihan bagi masyarakat,4,Outsourcing,650.1.3.01.02.4.11.11
mak_360,11.11,Prodi Teknik Sipil (S1),3,3.01,3.01.02,Penyusunan peraturan & silabi pelatihan bagi masyarakat,5,Overhead,650.1.3.01.02.5.11.11
mak_361,11.11,Prodi Teknik Sipil (S1),3,3.02,3.02.01,Pelatihan pemuatan proposal pengabdian masyarakat,1,Bahan habis pakai,650.1.3.02.01.1.11.11
