"id","name","kota_id"
"kec1607031","TUNGKAL ILIR","KABUPATEN BANYU ASIN"
"kec1607040","BANYUASIN III","KABUPATEN BANYU ASIN"
"kec1607041","SEMBAWA","KABUPATEN BANYU ASIN"
"kec1607050","TALANG KELAPA","KABUPATEN BANYU ASIN"
"kec1607051","TANJUNG LAGO","KABUPATEN BANYU ASIN"
"kec1607060","BANYUASIN I","KABUPATEN BANYU ASIN"
"kec1607061","AIR KUMBANG","KABUPATEN BANYU ASIN"
"kec1607070","RAMBUTAN","KABUPATEN BANYU ASIN"
"kec1607080","MUARA PADANG","KABUPATEN BANYU ASIN"
"kec1607081","MUARA SUGIHAN","KABUPATEN BANYU ASIN"
"kec1607090","MAKARTI JAYA","KABUPATEN BANYU ASIN"
"kec1607091","AIR SALEH","KABUPATEN BANYU ASIN"
"kec1607100","BANYUASIN II","KABUPATEN BANYU ASIN"
"kec1607110","MUARA TELANG","KABUPATEN BANYU ASIN"
"kec1607111","SUMBER MARGA TELANG","KABUPATEN BANYU ASIN"
"kec1608010","MEKAKAU ILIR","KABUPATEN OGAN KOMERING ULU SELATAN"
"kec1608020","BANDING AGUNG","KABUPATEN OGAN KOMERING ULU SELATAN"
"kec1608021","WARKUK RANAU SELATAN","KABUPATEN OGAN KOMERING ULU SELATAN"
"kec1608022","BUAY PEMATANG RIBU RANAU TENGAH","KABUPATEN OGAN KOMERING ULU SELATAN"
"kec1608030","BUAY PEMACA","KABUPATEN OGAN KOMERING ULU SELATAN"
"kec1608040","SIMPANG","KABUPATEN OGAN KOMERING ULU SELATAN"
"kec1608041","BUANA PEMACA","KABUPATEN OGAN KOMERING ULU SELATAN"
"kec1608050","MUARADUA","KABUPATEN OGAN KOMERING ULU SELATAN"
"kec1608051","BUAY RAWAN","KABUPATEN OGAN KOMERING ULU SELATAN"
"kec1608060","BUAY SANDANG AJI","KABUPATEN OGAN KOMERING ULU SELATAN"
"kec1608061","TIGA DIHAJI","KABUPATEN OGAN KOMERING ULU SELATAN"
"kec1608070","BUAY RUNJUNG","KABUPATEN OGAN KOMERING ULU SELATAN"
"kec1608071","RUNJUNG AGUNG","KABUPATEN OGAN KOMERING ULU SELATAN"
"kec1608080","KISAM TINGGI","KABUPATEN OGAN KOMERING ULU SELATAN"
"kec1608090","MUARADUA KISAM","KABUPATEN OGAN KOMERING ULU SELATAN"
"kec1608091","KISAM ILIR","KABUPATEN OGAN KOMERING ULU SELATAN"
"kec1608100","PULAU BERINGIN","KABUPATEN OGAN KOMERING ULU SELATAN"
"kec1608101","SINDANG DANAU","KABUPATEN OGAN KOMERING ULU SELATAN"
"kec1608102","SUNGAI ARE","KABUPATEN OGAN KOMERING ULU SELATAN"
"kec1609010","MARTAPURA","KABUPATEN OGAN KOMERING ULU TIMUR"
"kec1609011","BUNGA MAYANG","KABUPATEN OGAN KOMERING ULU TIMUR"
"kec1609012","JAYA PURA","KABUPATEN OGAN KOMERING ULU TIMUR"
"kec1609020","BUAY PEMUKA PELIUNG","KABUPATEN OGAN KOMERING ULU TIMUR"
"kec1609030","BUAY MADANG","KABUPATEN OGAN KOMERING ULU TIMUR"
"kec1609031","BUAY MADANG TIMUR","KABUPATEN OGAN KOMERING ULU TIMUR"
"kec1609032","BUAY PEMUKA BANGSA RAJA","KABUPATEN OGAN KOMERING ULU TIMUR"
"kec1609040","MADANG SUKU II","KABUPATEN OGAN KOMERING ULU TIMUR"
"kec1609041","MADANG SUKU III","KABUPATEN OGAN KOMERING ULU TIMUR"
"kec1609050","MADANG SUKU I","KABUPATEN OGAN KOMERING ULU TIMUR"
"kec1609051","BELITANG MADANG RAYA","KABUPATEN OGAN KOMERING ULU TIMUR"
"kec1609060","BELITANG","KABUPATEN OGAN KOMERING ULU TIMUR"
"kec1609061","BELITANG JAYA","KABUPATEN OGAN KOMERING ULU TIMUR"
"kec1609070","BELITANG III","KABUPATEN OGAN KOMERING ULU TIMUR"
"kec1609080","BELITANG II","KABUPATEN OGAN KOMERING ULU TIMUR"
"kec1609081","BELITANG MULYA","KABUPATEN OGAN KOMERING ULU TIMUR"
"kec1609090","SEMENDAWAI SUKU III","KABUPATEN OGAN KOMERING ULU TIMUR"
"kec1609091","SEMENDAWAI TIMUR","KABUPATEN OGAN KOMERING ULU TIMUR"
"kec1609100","CEMPAKA","KABUPATEN OGAN KOMERING ULU TIMUR"
"kec1609101","SEMENDAWAI BARAT","KABUPATEN OGAN KOMERING ULU TIMUR"
"kec1610010","MUARA KUANG","KABUPATEN OGAN ILIR"
"kec1610011","RAMBANG KUANG","KABUPATEN OGAN ILIR"
"kec1610012","LUBUK KELIAT","KABUPATEN OGAN ILIR"
"kec1610020","TANJUNG BATU","KABUPATEN OGAN ILIR"
"kec1610021","PAYARAMAN","KABUPATEN OGAN ILIR"
"kec1610030","RANTAU ALAI","KABUPATEN OGAN ILIR"
"kec1610031","KANDIS","KABUPATEN OGAN ILIR"
"kec1610040","TANJUNG RAJA","KABUPATEN OGAN ILIR"
"kec1610041","RANTAU PANJANG","KABUPATEN OGAN ILIR"
"kec1610042","SUNGAI PINANG","KABUPATEN OGAN ILIR"
"kec1610050","PEMULUTAN","KABUPATEN OGAN ILIR"
"kec1610051","PEMULUTAN SELATAN","KABUPATEN OGAN ILIR"
"kec1610052","PEMULUTAN BARAT","KABUPATEN OGAN ILIR"
"kec1610060","INDRALAYA","KABUPATEN OGAN ILIR"
"kec1610061","INDRALAYA UTARA","KABUPATEN OGAN ILIR"
"kec1610062","INDRALAYA SELATAN","KABUPATEN OGAN ILIR"
"kec1611010","MUARA PINANG","KABUPATEN EMPAT LAWANG"
"kec1611020","LINTANG KANAN","KABUPATEN EMPAT LAWANG"
"kec1611030","PENDOPO","KABUPATEN EMPAT LAWANG"
"kec1611031","PENDOPO BARAT","KABUPATEN EMPAT LAWANG"
"kec1611040","PASEMAH AIR KERUH","KABUPATEN EMPAT LAWANG"
"kec1611050","ULU MUSI","KABUPATEN EMPAT LAWANG"
"kec1611051","SIKAP DALAM","KABUPATEN EMPAT LAWANG"
"kec1611060","TALANG PADANG","KABUPATEN EMPAT LAWANG"
"kec1611070","TEBING TINGGI","KABUPATEN EMPAT LAWANG"
"kec1611071","SALING","KABUPATEN EMPAT LAWANG"
"kec1612010","TALANG UBI","KABUPATEN PENUKAL ABAB LEMATANG ILIR"
"kec1612020","TANAH ABANG","KABUPATEN PENUKAL ABAB LEMATANG ILIR"
"kec1612030","ABAB","KABUPATEN PENUKAL ABAB LEMATANG ILIR"
"kec1612040","PENUKAL","KABUPATEN PENUKAL ABAB LEMATANG ILIR"
"kec1612050","PENUKAL UTARA","KABUPATEN PENUKAL ABAB LEMATANG ILIR"
"kec1613010","ULU RAWAS","KABUPATEN MUSI RAWAS UTARA"
"kec1613020","KARANG JAYA","KABUPATEN MUSI RAWAS UTARA"
"kec1613030","RAWAS ULU","KABUPATEN MUSI RAWAS UTARA"
"kec1613040","RUPIT","KABUPATEN MUSI RAWAS UTARA"
"kec1613050","KARANG DAPO","KABUPATEN MUSI RAWAS UTARA"
"kec1613060","RAWAS ILIR","KABUPATEN MUSI RAWAS UTARA"
"kec1613070","NIBUNG","KABUPATEN MUSI RAWAS UTARA"
"kec1671010","ILIR BARAT II","KOTA PALEMBANG"
"kec1671011","GANDUS","KOTA PALEMBANG"
"kec1671020","SEBERANG ULU I","KOTA PALEMBANG"
"kec1671021","KERTAPATI","KOTA PALEMBANG"
"kec1671030","SEBERANG ULU II","KOTA PALEMBANG"
"kec1671031","PLAJU","KOTA PALEMBANG"
"kec1671040","ILIR BARAT I","KOTA PALEMBANG"
"kec1671041","BUKIT KECIL","KOTA PALEMBANG"
"kec1671050","ILIR TIMUR I","KOTA PALEMBANG"
"kec1671051","KEMUNING","KOTA PALEMBANG"
"kec1671060","ILIR TIMUR II","KOTA PALEMBANG"
"kec1671061","KALIDONI","KOTA PALEMBANG"
"kec1671070","SAKO","KOTA PALEMBANG"
"kec1671071","SEMATANG BORANG","KOTA PALEMBANG"
"kec1671080","SUKARAMI","KOTA PALEMBANG"
"kec1671081","ALANG ALANG LEBAR","KOTA PALEMBANG"
"kec1672010","RAMBANG KAPAK TENGAH","KOTA PRABUMULIH"
"kec1672020","PRABUMULIH TIMUR","KOTA PRABUMULIH"
"kec1672021","PRABUMULIH SELATAN","KOTA PRABUMULIH"
"kec1672030","PRABUMULIH BARAT","KOTA PRABUMULIH"
"kec1672031","PRABUMULIH UTARA","KOTA PRABUMULIH"
"kec1672040","CAMBAI","KOTA PRABUMULIH"
"kec1673010","DEMPO SELATAN","KOTA PAGAR ALAM"
"kec1673011","DEMPO TENGAH","KOTA PAGAR ALAM"
"kec1673020","DEMPO UTARA","KOTA PAGAR ALAM"
"kec1673030","PAGAR ALAM SELATAN","KOTA PAGAR ALAM"
"kec1673040","PAGAR ALAM UTARA","KOTA PAGAR ALAM"
"kec1674011","LUBUK LINGGAU BARAT I","KOTA LUBUKLINGGAU"
"kec1674012","LUBUK LINGGAU BARAT II","KOTA LUBUKLINGGAU"
"kec1674021","LUBUK LINGGAU SELATAN I","KOTA LUBUKLINGGAU"
"kec1674022","LUBUK LINGGAU SELATAN II","KOTA LUBUKLINGGAU"
"kec1674031","LUBUK LINGGAU TIMUR I","KOTA LUBUKLINGGAU"
"kec1674032","LUBUK LINGGAU TIMUR II","KOTA LUBUKLINGGAU"
"kec1674041","LUBUK LINGGAU UTARA I","KOTA LUBUKLINGGAU"
"kec1674042","LUBUK LINGGAU UTARA II","KOTA LUBUKLINGGAU"
"kec1701040","MANNA","KABUPATEN BENGKULU SELATAN"
"kec1701041","KOTA MANNA","KABUPATEN BENGKULU SELATAN"
"kec1701042","KEDURANG","KABUPATEN BENGKULU SELATAN"
"kec1701043","BUNGA MAS","KABUPATEN BENGKULU SELATAN"
"kec1701044","PASAR MANNA","KABUPATEN BENGKULU SELATAN"
"kec1701045","KEDURANG ILIR","KABUPATEN BENGKULU SELATAN"
"kec1701050","SEGINIM","KABUPATEN BENGKULU SELATAN"
"kec1701051","AIR NIPIS","KABUPATEN BENGKULU SELATAN"
"kec1701060","PINO","KABUPATEN BENGKULU SELATAN"
"kec1701061","PINORAYA","KABUPATEN BENGKULU SELATAN"
"kec1701062","ULU MANNA","KABUPATEN BENGKULU SELATAN"
"kec1702020","KOTA PADANG","KABUPATEN REJANG LEBONG"
"kec1702021","SINDANG BELITI ILIR","KABUPATEN REJANG LEBONG"
"kec1702030","PADANG ULAK TANDING","KABUPATEN REJANG LEBONG"
"kec1702031","SINDANG KELINGI","KABUPATEN REJANG LEBONG"
"kec1702032","BINDU RIANG","KABUPATEN REJANG LEBONG"
"kec1702033","SINDANG BELITI ULU","KABUPATEN REJANG LEBONG"
"kec1702034","SINDANG DATARAN","KABUPATEN REJANG LEBONG"
"kec1702040","CURUP","KABUPATEN REJANG LEBONG"
"kec1702041","BERMANI ULU","KABUPATEN REJANG LEBONG"
"kec1702042","SELUPU REJANG","KABUPATEN REJANG LEBONG"
"kec1702043","CURUP SELATAN","KABUPATEN REJANG LEBONG"
"kec1702044","CURUP TENGAH","KABUPATEN REJANG LEBONG"
"kec1702045","BERMANI ULU RAYA","KABUPATEN REJANG LEBONG"
"kec1702046","CURUP UTARA","KABUPATEN REJANG LEBONG"
"kec1702047","CURUP TIMUR","KABUPATEN REJANG LEBONG"
"kec1703010","ENGGANO","KABUPATEN BENGKULU UTARA"
"kec1703050","KERKAP","KABUPATEN BENGKULU UTARA"
"kec1703051","AIR NAPAL","KABUPATEN BENGKULU UTARA"
"kec1703052","AIR BESI","KABUPATEN BENGKULU UTARA"
"kec1703053","HULU PALIK","KABUPATEN BENGKULU UTARA"
"kec1703054","TANJUNG AGUNG PALIK","KABUPATEN BENGKULU UTARA"
"kec1703060","ARGA MAKMUR","KABUPATEN BENGKULU UTARA"
"kec1703061","ARMA JAYA","KABUPATEN BENGKULU UTARA"
"kec1703070","LAIS","KABUPATEN BENGKULU UTARA"
"kec1703071","BATIK NAU","KABUPATEN BENGKULU UTARA"
"kec1703072","GIRI MULYA","KABUPATEN BENGKULU UTARA"
"kec1703073","AIR PADANG","KABUPATEN BENGKULU UTARA"
"kec1703080","PADANG JAYA","KABUPATEN BENGKULU UTARA"
"kec1703090","KETAHUN","KABUPATEN BENGKULU UTARA"
"kec1703091","NAPAL PUTIH","KABUPATEN BENGKULU UTARA"
"kec1703092","ULOK KUPAI","KABUPATEN BENGKULU UTARA"
"kec1703093","PINANG RAYA","KABUPATEN BENGKULU UTARA"
"kec1703100","PUTRI HIJAU","KABUPATEN BENGKULU UTARA"
"kec1703101","MARGA SAKTI SEBELAT","KABUPATEN BENGKULU UTARA"
"kec1704010","NASAL","KABUPATEN KAUR"
"kec1704020","MAJE","KABUPATEN KAUR"
"kec1704030","KAUR SELATAN","KABUPATEN KAUR"
"kec1704031","TETAP","KABUPATEN KAUR"
"kec1704040","KAUR TENGAH","KABUPATEN KAUR"
"kec1704041","LUAS","KABUPATEN KAUR"
"kec1704042","MUARA SAHUNG","KABUPATEN KAUR"
"kec1704050","KINAL","KABUPATEN KAUR"
"kec1704051","SEMIDANG GUMAY","KABUPATEN KAUR"
"kec1704060","TANJUNG KEMUNING","KABUPATEN KAUR"
"kec1704061","KELAM TENGAH","KABUPATEN KAUR"
"kec1704070","KAUR UTARA","KABUPATEN KAUR"
"kec1704071","PADANG GUCI HILIR","KABUPATEN KAUR"
"kec1704072","LUNGKANG KULE","KABUPATEN KAUR"
"kec1704073","PADANG GUCI HULU","KABUPATEN KAUR"
"kec1705010","SEMIDANG ALAS MARAS","KABUPATEN SELUMA"
"kec1705020","SEMIDANG ALAS","KABUPATEN SELUMA"
"kec1705030","TALO","KABUPATEN SELUMA"
"kec1705031","ILIR TALO","KABUPATEN SELUMA"
"kec1705032","TALO KECIL","KABUPATEN SELUMA"
"kec1705033","ULU TALO","KABUPATEN SELUMA"
"kec1705040","SELUMA","KABUPATEN SELUMA"
"kec1705041","SELUMA SELATAN","KABUPATEN SELUMA"
"kec1705042","SELUMA BARAT","KABUPATEN SELUMA"
"kec1705043","SELUMA TIMUR","KABUPATEN SELUMA"
"kec1705044","SELUMA UTARA","KABUPATEN SELUMA"
"kec1705050","SUKARAJA","KABUPATEN SELUMA"
"kec1705051","AIR PERIUKAN","KABUPATEN SELUMA"
"kec1705052","LUBUK SANDI","KABUPATEN SELUMA"
"kec1706010","IPUH","KABUPATEN MUKOMUKO"
"kec1706011","AIR RAMI","KABUPATEN MUKOMUKO"
"kec1706012","MALIN DEMAN","KABUPATEN MUKOMUKO"
"kec1706020","PONDOK SUGUH","KABUPATEN MUKOMUKO"
"kec1706021","SUNGAI RUMBAI","KABUPATEN MUKOMUKO"
"kec1706022","TERAMANG JAYA","KABUPATEN MUKOMUKO"
"kec1706030","TERAS TERUNJAM","KABUPATEN MUKOMUKO"
"kec1706031","PENARIK","KABUPATEN MUKOMUKO"
"kec1706032","SELAGAN RAYA","KABUPATEN MUKOMUKO"
"kec1706040","KOTA MUKOMUKO","KABUPATEN MUKOMUKO"
"kec1706041","AIR DIKIT","KABUPATEN MUKOMUKO"
"kec1706042","XIV KOTO","KABUPATEN MUKOMUKO"
"kec1706050","LUBUK PINANG","KABUPATEN MUKOMUKO"
"kec1706051","AIR MANJUNTO","KABUPATEN MUKOMUKO"
"kec1706052","V KOTO","KABUPATEN MUKOMUKO"
"kec1707010","RIMBO PENGADANG","KABUPATEN LEBONG"
"kec1707011","TOPOS","KABUPATEN LEBONG"
"kec1707020","LEBONG SELATAN","KABUPATEN LEBONG"
"kec1707021","BINGIN KUNING","KABUPATEN LEBONG"
"kec1707030","LEBONG TENGAH","KABUPATEN LEBONG"
"kec1707031","LEBONG SAKTI","KABUPATEN LEBONG"
"kec1707040","LEBONG ATAS","KABUPATEN LEBONG"
"kec1707041","PADANG BANO","KABUPATEN LEBONG"
"kec1707042","PELABAI","KABUPATEN LEBONG"
"kec1707050","LEBONG UTARA","KABUPATEN LEBONG"
"kec1707051","AMEN","KABUPATEN LEBONG"
"kec1707052","URAM JAYA","KABUPATEN LEBONG"
"kec1707053","PINANG BELAPIS","KABUPATEN LEBONG"
"kec1708010","MUARA KEMUMU","KABUPATEN KEPAHIANG"
"kec1708020","BERMANI ILIR","KABUPATEN KEPAHIANG"
"kec1708030","SEBERANG MUSI","KABUPATEN KEPAHIANG"
"kec1708040","TEBAT KARAI","KABUPATEN KEPAHIANG"
"kec1708050","KEPAHIANG","KABUPATEN KEPAHIANG"
"kec1708060","KABA WETAN","KABUPATEN KEPAHIANG"
"kec1708070","UJAN MAS","KABUPATEN KEPAHIANG"
"kec1708080","MERIGI","KABUPATEN KEPAHIANG"
"kec1709010","TALANG EMPAT","KABUPATEN BENGKULU TENGAH"
"kec1709020","KARANG TINGGI","KABUPATEN BENGKULU TENGAH"
"kec1709030","TABA PENANJUNG","KABUPATEN BENGKULU TENGAH"
"kec1709031","MERIGI KELINDANG","KABUPATEN BENGKULU TENGAH"
"kec1709040","PAGAR JATI","KABUPATEN BENGKULU TENGAH"
"kec1709041","MERIGI SAKTI","KABUPATEN BENGKULU TENGAH"
"kec1709050","PONDOK KELAPA","KABUPATEN BENGKULU TENGAH"
"kec1709051","PONDOK KUBANG","KABUPATEN BENGKULU TENGAH"
"kec1709060","PEMATANG TIGA","KABUPATEN BENGKULU TENGAH"
"kec1709061","BANG HAJI","KABUPATEN BENGKULU TENGAH"
"kec1771010","SELEBAR","KOTA BENGKULU"
"kec1771011","KAMPUNG MELAYU","KOTA BENGKULU"
"kec1771020","GADING CEMPAKA","KOTA BENGKULU"
"kec1771021","RATU AGUNG","KOTA BENGKULU"
"kec1771022","RATU SAMBAN","KOTA BENGKULU"
"kec1771023","SINGARAN PATI","KOTA BENGKULU"
"kec1771030","TELUK SEGARA","KOTA BENGKULU"
"kec1771031","SUNGAI SERUT","KOTA BENGKULU"
"kec1771040","MUARA BANGKA HULU","KOTA BENGKULU"
"kec1801040","BALIK BUKIT","KABUPATEN LAMPUNG BARAT"
"kec1801041","SUKAU","KABUPATEN LAMPUNG BARAT"
"kec1801042","LUMBOK SEMINUNG","KABUPATEN LAMPUNG BARAT"
"kec1801050","BELALAU","KABUPATEN LAMPUNG BARAT"
"kec1801051","SEKINCAU","KABUPATEN LAMPUNG BARAT"
"kec1801052","SUOH","KABUPATEN LAMPUNG BARAT"
"kec1801053","BATU BRAK","KABUPATEN LAMPUNG BARAT"
"kec1801054","PAGAR DEWA","KABUPATEN LAMPUNG BARAT"
"kec1801055","BATU KETULIS","KABUPATEN LAMPUNG BARAT"
"kec1801056","BANDAR NEGERI SUOH","KABUPATEN LAMPUNG BARAT"
"kec1801060","SUMBER JAYA","KABUPATEN LAMPUNG BARAT"
"kec1801061","WAY TENONG","KABUPATEN LAMPUNG BARAT"
"kec1801062","GEDUNG SURIAN","KABUPATEN LAMPUNG BARAT"
"kec1801063","KEBUN TEBU","KABUPATEN LAMPUNG BARAT"
"kec1801064","AIR HITAM","KABUPATEN LAMPUNG BARAT"
"kec1802010","WONOSOBO","KABUPATEN TANGGAMUS"
"kec1802011","SEMAKA","KABUPATEN TANGGAMUS"
"kec1802012","BANDAR NEGERI SEMUONG","KABUPATEN TANGGAMUS"
"kec1802020","KOTA AGUNG","KABUPATEN TANGGAMUS"
"kec1802021","PEMATANG SAWA","KABUPATEN TANGGAMUS"
"kec1802022","KOTA AGUNG TIMUR","KABUPATEN TANGGAMUS"
"kec1802023","KOTA AGUNG BARAT","KABUPATEN TANGGAMUS"
"kec1802030","PULAU PANGGUNG","KABUPATEN TANGGAMUS"
"kec1802031","ULUBELU","KABUPATEN TANGGAMUS"
"kec1802032","AIR NANINGAN","KABUPATEN TANGGAMUS"
"kec1802040","TALANG PADANG","KABUPATEN TANGGAMUS"
"kec1802041","SUMBEREJO","KABUPATEN TANGGAMUS"
"kec1802042","GISTING","KABUPATEN TANGGAMUS"
"kec1802043","GUNUNG ALIP","KABUPATEN TANGGAMUS"
"kec1802050","PUGUNG","KABUPATEN TANGGAMUS"
"kec1802101","BULOK","KABUPATEN TANGGAMUS"
"kec1802110","CUKUH BALAK","KABUPATEN TANGGAMUS"
"kec1802111","KELUMBAYAN","KABUPATEN TANGGAMUS"
"kec1802112","LIMAU","KABUPATEN TANGGAMUS"
"kec1802113","KELUMBAYAN BARAT","KABUPATEN TANGGAMUS"
"kec1803060","NATAR","KABUPATEN LAMPUNG SELATAN"
"kec1803070","JATI AGUNG","KABUPATEN LAMPUNG SELATAN"
"kec1803080","TANJUNG BINTANG","KABUPATEN LAMPUNG SELATAN"
"kec1803081","TANJUNG SARI","KABUPATEN LAMPUNG SELATAN"
"kec1803090","KATIBUNG","KABUPATEN LAMPUNG SELATAN"
"kec1803091","MERBAU MATARAM","KABUPATEN LAMPUNG SELATAN"
"kec1803092","WAY SULAN","KABUPATEN LAMPUNG SELATAN"
"kec1803100","SIDOMULYO","KABUPATEN LAMPUNG SELATAN"
"kec1803101","CANDIPURO","KABUPATEN LAMPUNG SELATAN"
"kec1803102","WAY PANJI","KABUPATEN LAMPUNG SELATAN"
"kec1803110","KALIANDA","KABUPATEN LAMPUNG SELATAN"
"kec1803111","RAJABASA","KABUPATEN LAMPUNG SELATAN"
"kec1803120","PALAS","KABUPATEN LAMPUNG SELATAN"
"kec1803121","SRAGI","KABUPATEN LAMPUNG SELATAN"
"kec1803130","PENENGAHAN","KABUPATEN LAMPUNG SELATAN"
"kec1803131","KETAPANG","KABUPATEN LAMPUNG SELATAN"
"kec1803132","BAKAUHENI","KABUPATEN LAMPUNG SELATAN"
"kec1804010","METRO KIBANG","KABUPATEN LAMPUNG TIMUR"
"kec1804020","BATANGHARI","KABUPATEN LAMPUNG TIMUR"
"kec1804030","SEKAMPUNG","KABUPATEN LAMPUNG TIMUR"
"kec1804040","MARGATIGA","KABUPATEN LAMPUNG TIMUR"
"kec1804050","SEKAMPUNG UDIK","KABUPATEN LAMPUNG TIMUR"
"kec1804060","JABUNG","KABUPATEN LAMPUNG TIMUR"
"kec1804061","PASIR SAKTI","KABUPATEN LAMPUNG TIMUR"
"kec1804062","WAWAY KARYA","KABUPATEN LAMPUNG TIMUR"
"kec1804063","MARGA SEKAMPUNG","KABUPATEN LAMPUNG TIMUR"
"kec1804070","LABUHAN MARINGGAI","KABUPATEN LAMPUNG TIMUR"
"kec1804071","MATARAM BARU","KABUPATEN LAMPUNG TIMUR"
"kec1804072","BANDAR SRIBAWONO","KABUPATEN LAMPUNG TIMUR"
"kec1804073","MELINTING","KABUPATEN LAMPUNG TIMUR"
"kec1804074","GUNUNG PELINDUNG","KABUPATEN LAMPUNG TIMUR"
"kec1804080","WAY JEPARA","KABUPATEN LAMPUNG TIMUR"
"kec1804081","BRAJA SLEBAH","KABUPATEN LAMPUNG TIMUR"
"kec1804082","LABUHAN RATU","KABUPATEN LAMPUNG TIMUR"
"kec1804090","SUKADANA","KABUPATEN LAMPUNG TIMUR"
"kec1804091","BUMI AGUNG","KABUPATEN LAMPUNG TIMUR"
"kec1804092","BATANGHARI NUBAN","KABUPATEN LAMPUNG TIMUR"
"kec1804100","PEKALONGAN","KABUPATEN LAMPUNG TIMUR"
"kec1804110","RAMAN UTARA","KABUPATEN LAMPUNG TIMUR"
"kec1804120","PURBOLINGGO","KABUPATEN LAMPUNG TIMUR"
"kec1804121","WAY BUNGUR","KABUPATEN LAMPUNG TIMUR"
"kec1805010","PADANG RATU","KABUPATEN LAMPUNG TENGAH"
"kec1805011","SELAGAI LINGGA","KABUPATEN LAMPUNG TENGAH"
"kec1805012","PUBIAN","KABUPATEN LAMPUNG TENGAH"
"kec1805013","ANAK TUHA","KABUPATEN LAMPUNG TENGAH"
"kec1805014","ANAK RATU AJI","KABUPATEN LAMPUNG TENGAH"
"kec1805020","KALIREJO","KABUPATEN LAMPUNG TENGAH"
"kec1805021","SENDANG AGUNG","KABUPATEN LAMPUNG TENGAH"
"kec1805030","BANGUNREJO","KABUPATEN LAMPUNG TENGAH"
"kec1805040","GUNUNG SUGIH","KABUPATEN LAMPUNG TENGAH"
"kec1805041","BEKRI","KABUPATEN LAMPUNG TENGAH"
"kec1805042","BUMI RATU NUBAN","KABUPATEN LAMPUNG TENGAH"
"kec1805050","TRIMURJO","KABUPATEN LAMPUNG TENGAH"
"kec1805060","PUNGGUR","KABUPATEN LAMPUNG TENGAH"
"kec1805061","KOTA GAJAH","KABUPATEN LAMPUNG TENGAH"
"kec1805070","SEPUTIH RAMAN","KABUPATEN LAMPUNG TENGAH"
"kec1805080","TERBANGGI BESAR","KABUPATEN LAMPUNG TENGAH"
"kec1805081","SEPUTIH AGUNG","KABUPATEN LAMPUNG TENGAH"
"kec1805082","WAY PENGUBUAN","KABUPATEN LAMPUNG TENGAH"
"kec1805090","TERUSAN NUNYAI","KABUPATEN LAMPUNG TENGAH"
"kec1805100","SEPUTIH MATARAM","KABUPATEN LAMPUNG TENGAH"
"kec1805101","BANDAR MATARAM","KABUPATEN LAMPUNG TENGAH"
"kec1805110","SEPUTIH BANYAK","KABUPATEN LAMPUNG TENGAH"
"kec1805111","WAY SEPUTIH","KABUPATEN LAMPUNG TENGAH"
"kec1805120","RUMBIA","KABUPATEN LAMPUNG TENGAH"
"kec1805121","BUMI NABUNG","KABUPATEN LAMPUNG TENGAH"
"kec1805122","PUTRA RUMBIA","KABUPATEN LAMPUNG TENGAH"
"kec1805130","SEPUTIH SURABAYA","KABUPATEN LAMPUNG TENGAH"
"kec1805131","BANDAR SURABAYA","KABUPATEN LAMPUNG TENGAH"
"kec1806010","BUKIT KEMUNING","KABUPATEN LAMPUNG UTARA"
"kec1806011","ABUNG TINGGI","KABUPATEN LAMPUNG UTARA"
"kec1806020","TANJUNG RAJA","KABUPATEN LAMPUNG UTARA"
"kec1806030","ABUNG BARAT","KABUPATEN LAMPUNG UTARA"
"kec1806031","ABUNG TENGAH","KABUPATEN LAMPUNG UTARA"
"kec1806032","ABUNG  KUNANG","KABUPATEN LAMPUNG UTARA"
"kec1806033","ABUNG PEKURUN","KABUPATEN LAMPUNG UTARA"
"kec1806040","KOTABUMI","KABUPATEN LAMPUNG UTARA"
"kec1806041","KOTABUMI UTARA","KABUPATEN LAMPUNG UTARA"
"kec1806042","KOTABUMI SELATAN","KABUPATEN LAMPUNG UTARA"
"kec1806050","ABUNG SELATAN","KABUPATEN LAMPUNG UTARA"
"kec1806051","ABUNG SEMULI","KABUPATEN LAMPUNG UTARA"
"kec1806052","BLAMBANGAN PAGAR","KABUPATEN LAMPUNG UTARA"
"kec1806060","ABUNG TIMUR","KABUPATEN LAMPUNG UTARA"
"kec1806061","ABUNG SURAKARTA","KABUPATEN LAMPUNG UTARA"
"kec1806070","SUNGKAI SELATAN","KABUPATEN LAMPUNG UTARA"
"kec1806071","MUARA SUNGKAI","KABUPATEN LAMPUNG UTARA"
"kec1806072","BUNGA MAYANG","KABUPATEN LAMPUNG UTARA"
"kec1806073","SUNGKAI  BARAT","KABUPATEN LAMPUNG UTARA"
"kec1806074","SUNGKAI JAYA","KABUPATEN LAMPUNG UTARA"
"kec1806080","SUNGKAI UTARA","KABUPATEN LAMPUNG UTARA"
"kec1806081","HULUSUNGKAI","KABUPATEN LAMPUNG UTARA"
"kec1806082","SUNGKAI TENGAH","KABUPATEN LAMPUNG UTARA"
"kec1807010","BANJIT","KABUPATEN WAY KANAN"
"kec1807020","BARADATU","KABUPATEN WAY KANAN"
"kec1807021","GUNUNG LABUHAN","KABUPATEN WAY KANAN"
"kec1807030","KASUI","KABUPATEN WAY KANAN"
"kec1807031","REBANG TANGKAS","KABUPATEN WAY KANAN"
"kec1807040","BLAMBANGAN UMPU","KABUPATEN WAY KANAN"
"kec1807041","WAY TUBA","KABUPATEN WAY KANAN"
