"id","name","kecamatan_id"
"kel1209080004","KASINDIR","JORLANG HATARAN"
"kel1209080005","TIGA BALATA","JORLANG HATARAN"
"kel1209080006","PINANG RATUS","JORLANG HATARAN"
"kel1209080007","BAH BIRONG ULU","JORLANG HATARAN"
"kel1209080008","BAH SAMPURAN","JORLANG HATARAN"
"kel1209080009","PANOMBEAN HUTA URUNG","JORLANG HATARAN"
"kel1209080010","DIPAR HATARAN","JORLANG HATARAN"
"kel1209080011","PARMONANGAN","JORLANG HATARAN"
"kel1209080012","DOLOK PARRIASAN","JORLANG HATARAN"
"kel1209080013","PAGAR PINANG","JORLANG HATARAN"
"kel1209090001","SIMANTIN PANE DAME","PANEI"
"kel1209090002","BANGUN RAKYAT","PANEI"
"kel1209090003","SIMPANG RAYA","PANEI"
"kel1209090004","SIBORNA","PANEI"
"kel1209090006","JANGGIR LETO","PANEI"
"kel1209090007","PANE TONGAH","PANEI"
"kel1209090008","SIPOLDAS","PANEI"
"kel1209090009","SIGODANG","PANEI"
"kel1209090014","MEKAR SARI RAYA","PANEI"
"kel1209090015","BAH BALON TONGAH","PANEI"
"kel1209090016","SIGODANG BARAT","PANEI"
"kel1209090017","SIMPANG RAYA DASMA","PANEI"
"kel1209090018","BANGUN DAS MARIAH","PANEI"
"kel1209090019","BANGUN SITOLUH BAH","PANEI"
"kel1209090020","NAULI BARU","PANEI"
"kel1209090021","BAHLIRAN SIBORNA","PANEI"
"kel1209090022","RAWANG PARDOMUAN NAULI","PANEI"
"kel1209091001","SIMPANG PANE","PANOMBEAN PANEI"
"kel1209091002","MARJANDI","PANOMBEAN PANEI"
"kel1209091003","PANOMBEAN","PANOMBEAN PANEI"
"kel1209091004","NAGORI BOSAR","PANOMBEAN PANEI"
"kel1209091005","TALUN KONDOT","PANOMBEAN PANEI"
"kel1209091006","PEMATANG PANOMBEAN","PANOMBEAN PANEI"
"kel1209091007","SIMBOLON TENGKOH","PANOMBEAN PANEI"
"kel1209091008","PEMATANG PANE","PANOMBEAN PANEI"
"kel1209091009","MARJANDI PISANG","PANOMBEAN PANEI"
"kel1209091010","BANUH RAYA","PANOMBEAN PANEI"
"kel1209091011","RUKUN MULYO","PANOMBEAN PANEI"
"kel1209100001","DOLOG HULUAN","RAYA"
"kel1209100002","RAYA USANG","RAYA"
"kel1209100003","RAYA BAYU","RAYA"
"kel1209100004","DALIG RAYA","RAYA"
"kel1209100005","PEMATANG RAYA","RAYA"
"kel1209100006","MEREK RAYA","RAYA"
"kel1209100007","BAHAPAL RAYA","RAYA"
"kel1209100008","SONDI RAYA","RAYA"
"kel1209100009","BAH BOLON","RAYA"
"kel1209100010","RAYA HULUAN","RAYA"
"kel1209100011","SIPORKAS","RAYA"
"kel1209100012","SILOU HULUAN","RAYA"
"kel1209100013","SILOU BUTTU","RAYA"
"kel1209100014","BONGURON KARIAHAN","RAYA"
"kel1209100015","SIHUBU RAYA","RAYA"
"kel1209100016","RAYA BOSI","RAYA"
"kel1209100017","SIMBOU BARU","RAYA"
"kel1209100018","BINTANG MARIAH","RAYA"
"kel1209100019","LOKKUNG RAYA","RAYA"
"kel1209100020","BARINGIN RAYA","RAYA"
"kel1209100021","LIMAG RAYA","RAYA"
"kel1209100022","DAME RAYA","RAYA"
"kel1209110001","CINGKES","DOLOK SILAU"
"kel1209110002","PARIBUAN","DOLOK SILAU"
"kel1209110003","SARAN PADANG","DOLOK SILAU"
"kel1209110004","MARIAH DOLOK","DOLOK SILAU"
"kel1209110005","DOLOK MARIAH","DOLOK SILAU"
"kel1209110006","MARUBUN LOKKUNG","DOLOK SILAU"
"kel1209110007","BAWANG","DOLOK SILAU"
"kel1209110008","HUTA SAING","DOLOK SILAU"
"kel1209110009","TOGUR","DOLOK SILAU"
"kel1209110010","PERASMIAN","DOLOK SILAU"
"kel1209110011","TANJUNG PURBA","DOLOK SILAU"
"kel1209110012","UJUNG BAWANG","DOLOK SILAU"
"kel1209110013","SILAU MARAWAN","DOLOK SILAU"
"kel1209110014","BOSI SINOMBAH","DOLOK SILAU"
"kel1209120001","DOLOK SARIBU BANGUN","SILAU KAHEAN"
"kel1209120002","SIMANABUN","SILAU KAHEAN"
"kel1209120003","MARIAH BUTTU","SILAU KAHEAN"
"kel1209120004","PARDOMUAN TONGAH","SILAU KAHEAN"
"kel1209120005","DOLOK MARAWA","SILAU KAHEAN"
"kel1209120006","NEGERI DOLOK","SILAU KAHEAN"
"kel1209120007","BANDAR NAGORI","SILAU KAHEAN"
"kel1209120008","BANDAR MARUHUR","SILAU KAHEAN"
"kel1209120009","SILAU PARIBUAN","SILAU KAHEAN"
"kel1209120010","SILAU DUNIA","SILAU KAHEAN"
"kel1209120011","BUTTU BAYU","SILAU KAHEAN"
"kel1209120012","NAGORI TANI","SILAU KAHEAN"
"kel1209120013","BAH SARIMAH","SILAU KAHEAN"
"kel1209120014","SINASIH","SILAU KAHEAN"
"kel1209120015","DAMAKITANG","SILAU KAHEAN"
"kel1209120016","PARDOMUAN BANDAR","SILAU KAHEAN"
"kel1209130001","BAH TONANG","RAYA KAHEAN"
"kel1209130002","SAMBOSAR RAYA","RAYA KAHEAN"
"kel1209130003","BANGUN RAYA","RAYA KAHEAN"
"kel1209130004","SINDAR RAYA","RAYA KAHEAN"
"kel1209130005","AMBOROKAN PANE RAYA","RAYA KAHEAN"
"kel1209130006","PANDUMAN","RAYA KAHEAN"
"kel1209130007","BAH BULIAN","RAYA KAHEAN"
"kel1209130008","DURIAN BAGGAL","RAYA KAHEAN"
"kel1209130009","SORBA DOLOG","RAYA KAHEAN"
"kel1209130010","PULI BUAH","RAYA KAHEAN"
"kel1209130011","GUNUNG DATAS","RAYA KAHEAN"
"kel1209130012","BANJARAN","RAYA KAHEAN"
"kel1209130013","MARUBUN SIBORAS","RAYA KAHEAN"
"kel1209130014","BANU RAYA","RAYA KAHEAN"
"kel1209140001","DOLOK MARAJA","TAPIAN DOLOK"
"kel1209140002","SINAKSAK","TAPIAN DOLOK"
"kel1209140003","BATU SILANGIT","TAPIAN DOLOK"
"kel1209140004","DOLOK ULU","TAPIAN DOLOK"
"kel1209140005","NAGUR USANG","TAPIAN DOLOK"
"kel1209140006","NAGA DOLOK","TAPIAN DOLOK"
"kel1209140007","DOLOK KAHEAN","TAPIAN DOLOK"
"kel1209140008","PURBASARI","TAPIAN DOLOK"
"kel1209140009","PEMATANG DOLOK KAHEAN","TAPIAN DOLOK"
"kel1209140010","NEGERI BAYU MUSLIMIN","TAPIAN DOLOK"
"kel1209140011","DOLOK SIMBOLON","TAPIAN DOLOK"
"kel1209150001","SILENDUK","DOLOK BATU NANGGAR"
"kel1209150002","BAH TOBU","DOLOK BATU NANGGAR"
"kel1209150003","BANDAR SELAMAT","DOLOK BATU NANGGAR"
"kel1209150004","DOLOK MERANGIR SATU","DOLOK BATU NANGGAR"
"kel1209150005","DOLOK MERANGIR DUA","DOLOK BATU NANGGAR"
"kel1209150006","SERBELAWAN","DOLOK BATU NANGGAR"
"kel1209150007","DOLOK ILIR SATU","DOLOK BATU NANGGAR"
"kel1209150008","DOLOK MAINU","DOLOK BATU NANGGAR"
"kel1209150009","BAHUNG KAHEAN","DOLOK BATU NANGGAR"
"kel1209150010","DOLOK ILIR DUA","DOLOK BATU NANGGAR"
"kel1209150011","KAHEAN","DOLOK BATU NANGGAR"
"kel1209150012","DOLOG TENERA","DOLOK BATU NANGGAR"
"kel1209150013","DOLOK KATARAN","DOLOK BATU NANGGAR"
"kel1209150014","PADANG MAINU","DOLOK BATU NANGGAR"
"kel1209150015","BAHUNG HULUAN","DOLOK BATU NANGGAR"
"kel1209150016","AMAN SARI","DOLOK BATU NANGGAR"
"kel1209160001","SILAMPUYANG","SIANTAR"
"kel1209160002","SILAU MANIK","SIANTAR"
"kel1209160003","SILAU MALAHA","SIANTAR"
"kel1209160004","MARIHAT BARIS","SIANTAR"
"kel1209160005","SIANTAR ESTATE","SIANTAR"
"kel1209160006","RAMBUNG MERAH","SIANTAR"
"kel1209160007","KARANG BANGUN","SIANTAR"
"kel1209160008","PEMATANG SIMALUNGUN","SIANTAR"
"kel1209160009","DOLOK MARLAWAN","SIANTAR"
"kel1209160010","PANTOAN MAJU","SIANTAR"
"kel1209160011","SEJAHTERA","SIANTAR"
"kel1209160012","SITALASARI","SIANTAR"
"kel1209160013","LARAS DUA","SIANTAR"
"kel1209160014","NUSA HARAPAN","SIANTAR"
"kel1209160015","LESTARI INDAH","SIANTAR"
"kel1209160016","DOLOK HATARAN","SIANTAR"
"kel1209160036","PEMATANG SILAMPUYANG","SIANTAR"
"kel1209161001","SENIO","GUNUNG MALELA"
"kel1209161002","BANGUN","GUNUNG MALELA"
"kel1209161003","PEMATANG ASILUM","GUNUNG MALELA"
"kel1209161004","PEMATANG SAH KUDA","GUNUNG MALELA"
"kel1209161005","MARIHAT BUKIT","GUNUNG MALELA"
"kel1209161006","SAH KUDA BAYU","GUNUNG MALELA"
"kel1209161007","BUKIT MARAJA","GUNUNG MALELA"
"kel1209161008","PEMATANG GAJING","GUNUNG MALELA"
"kel1209161009","DOLOK MALELA","GUNUNG MALELA"
"kel1209161010","BANDAR SIANTAR","GUNUNG MALELA"
"kel1209161011","SERAPUH","GUNUNG MALELA"
"kel1209161012","SILAU MALELA","GUNUNG MALELA"
"kel1209161013","SILULU","GUNUNG MALELA"
"kel1209161014","MARGOMULYO","GUNUNG MALELA"
"kel1209161015","NAGORI MALELA","GUNUNG MALELA"
"kel1209161016","LINGGA","GUNUNG MALELA"
"kel1209162001","KARANG SARI","GUNUNG MALIGAS"
"kel1209162002","KARANG REJO","GUNUNG MALIGAS"
"kel1209162003","KARANG ANYER","GUNUNG MALIGAS"
"kel1209162004","SILAU BAYU","GUNUNG MALIGAS"
"kel1209162005","HUTA DIPAR","GUNUNG MALIGAS"
"kel1209162006","TUMORANG","GUNUNG MALIGAS"
"kel1209162007","RABUHIT","GUNUNG MALIGAS"
"kel1209162008","BANDAR MALELA","GUNUNG MALIGAS"
"kel1209162009","GAJING","GUNUNG MALIGAS"
"kel1209170005","MARIAH HOMBANG","HUTABAYU RAJA"
"kel1209170006","MARIHAT MAYANG","HUTABAYU RAJA"
"kel1209170007","JAWA BARU","HUTABAYU RAJA"
"kel1209170008","PULO BAYU","HUTABAYU RAJA"
"kel1209170009","HUTA BAYU","HUTABAYU RAJA"
"kel1209170010","SILAK KIDIR","HUTABAYU RAJA"
"kel1209170011","BOSAR BAYU","HUTABAYU RAJA"
"kel1209170012","MANCUK","HUTABAYU RAJA"
"kel1209170015","MALIGAS BAYU","HUTABAYU RAJA"
"kel1209170016","RAJA MALIGAS","HUTABAYU RAJA"
"kel1209170017","DOLOK SINUMBAH","HUTABAYU RAJA"
"kel1209170018","RAJA MALIGAS I","HUTABAYU RAJA"
"kel1209170019","BAHAL BATU","HUTABAYU RAJA"
"kel1209170020","POKAN BARU","HUTABAYU RAJA"
"kel1209170021","MANRAYAP BARU","HUTABAYU RAJA"
"kel1209170022","TALANG BAYU","HUTABAYU RAJA"
"kel1209171001","MARIAH JAMBI","JAWA MARAJA BAH JAMBI"
"kel1209171002","MOHO","JAWA MARAJA BAH JAMBI"
"kel1209171003","BAHALAT BAYU","JAWA MARAJA BAH JAMBI"
"kel1209171004","MEKAR BAHALAT","JAWA MARAJA BAH JAMBI"
"kel1209171005","TANJUNG MARAJA","JAWA MARAJA BAH JAMBI"
"kel1209171006","JAWA MARAJA","JAWA MARAJA BAH JAMBI"
"kel1209171007","BAH JOGA","JAWA MARAJA BAH JAMBI"
"kel1209171008","BAH JAMBI I","JAWA MARAJA BAH JAMBI"
"kel1209180004","PURBA GANDA","PEMATANG BANDAR"
"kel1209180005","KERASAAN II","PEMATANG BANDAR"
"kel1209180006","KERASAAN I","PEMATANG BANDAR"
"kel1209180007","PARDOMUAN NAULI","PEMATANG BANDAR"
"kel1209180008","MARIAH BANDAR","PEMATANG BANDAR"
"kel1209180009","TALUN MADEAR","PEMATANG BANDAR"
"kel1209180010","KANDANGAN","PEMATANG BANDAR"
"kel1209180011","PURWOSARI","PEMATANG BANDAR"
"kel1209180012","PEMATANG BANDAR","PEMATANG BANDAR"
"kel1209180013","BANDAR MANIS","PEMATANG BANDAR"
"kel1209180014","WONOREJO","PEMATANG BANDAR"
"kel1209180015","TALUN REJO","PEMATANG BANDAR"
"kel1209180016","PURWODADI","PEMATANG BANDAR"
"kel1209181001","L A R A S","BANDAR HULUAN"
"kel1209181002","BAH GUNUNG","BANDAR HULUAN"
"kel1209181003","BANDAR TONGAH","BANDAR HULUAN"
"kel1209181004","DOLOK PARMONANGAN","BANDAR HULUAN"
"kel1209181005","NAGA JAYA I","BANDAR HULUAN"
"kel1209181006","NAGA JAYA II","BANDAR HULUAN"
"kel1209181007","TANJUNG HATARAN","BANDAR HULUAN"
"kel1209181008","BANDAR BETSY I","BANDAR HULUAN"
"kel1209181009","BANDAR BETSY II","BANDAR HULUAN"
"kel1209181010","NAGA SOPA","BANDAR HULUAN"
"kel1209190001","PEMATANG KERASAAN","BANDAR"
"kel1209190002","PEMATANG KERASAAN REJO","BANDAR"
"kel1209190003","MARIHAT BANDAR","BANDAR"
"kel1209190004","TIMBAAN","BANDAR"
"kel1209190005","NAGORI BANDAR","BANDAR"
"kel1209190006","BANDAR RAKYAT","BANDAR"
"kel1209190007","BANDAR PULO","BANDAR"
"kel1209190008","BANDAR JAWA","BANDAR"
"kel1209190009","PERDAGANGAN I","BANDAR"
"kel1209190010","BAH LIAS","BANDAR"
"kel1209190011","PERDAGANGAN II","BANDAR"
"kel1209190012","PERLANAAN","BANDAR"
"kel1209190013","SIDO TANI","BANDAR"
"kel1209190014","SUGARANG BAYU","BANDAR"
"kel1209190015","PERDAGANGAN III","BANDAR"
"kel1209190016","LANDBOUW","BANDAR"
"kel1209191001","PANOMBEAN BARU","BANDAR MASILAM"
"kel1209191002","LIAS BARU","BANDAR MASILAM"
"kel1209191003","BANDAR SILOU","BANDAR MASILAM"
"kel1209191004","BANDAR MASILAM","BANDAR MASILAM"
"kel1209191005","GUNUNG SERAWAN","BANDAR MASILAM"
"kel1209191006","BANDAR MASILAM II","BANDAR MASILAM"
"kel1209191007","PARTIMBALAN","BANDAR MASILAM"
"kel1209191008","BANDAR TINGGI","BANDAR MASILAM"
"kel1209191009","BANDAR REJO","BANDAR MASILAM"
"kel1209191010","BANDAR GUNUNG","BANDAR MASILAM"
"kel1209200001","PARBUTARAN","BOSAR MALIGAS"
"kel1209200002","MAYANG","BOSAR MALIGAS"
"kel1209200003","DUSUN PENGKOLAN","BOSAR MALIGAS"
"kel1209200004","BOSAR MALIGAS","BOSAR MALIGAS"
"kel1209200005","BOLUK","BOSAR MALIGAS"
"kel1209200006","SEI MANGKEI","BOSAR MALIGAS"
"kel1209200007","GUNUNG BAYU","BOSAR MALIGAS"
"kel1209200008","TALUN SARAGIH","BOSAR MALIGAS"
"kel1209200009","MARIHAT TANJUNG","BOSAR MALIGAS"
"kel1209200010","MARIHAT BUTAR","BOSAR MALIGAS"
"kel1209200011","SEI TOROP","BOSAR MALIGAS"
"kel1209200012","ADIL MAKMUR","BOSAR MALIGAS"
"kel1209200013","TELADAN","BOSAR MALIGAS"
"kel1209200014","TEMPEL JAYA","BOSAR MALIGAS"
"kel1209200015","SIDOMULYO","BOSAR MALIGAS"
"kel1209200016","NANGGAR BAYU","BOSAR MALIGAS"
"kel1209200017","MEKAR REJO","BOSAR MALIGAS"
"kel1209210001","SORDANG BOLON","UJUNG PADANG"
"kel1209210002","SAYUR MATINGGI","UJUNG PADANG"
"kel1209210003","TARATAK NAGODANG","UJUNG PADANG"
"kel1209210004","HUTA PARIK","UJUNG PADANG"
"kel1209210005","UJUNG PADANG","UJUNG PADANG"
"kel1209210006","TINJOWAN","UJUNG PADANG"
"kel1209210007","DUSUN ULU","UJUNG PADANG"
"kel1209210008","TELUK LAPIAN","UJUNG PADANG"
"kel1209210009","TANJUNG RAPUAN","UJUNG PADANG"
"kel1209210010","PAGAR BOSI","UJUNG PADANG"
"kel1209210011","BANGUN SORDANG","UJUNG PADANG"
"kel1209210012","AEK GER GER","UJUNG PADANG"
"kel1209210013","PULO PITU MARIHAT","UJUNG PADANG"
"kel1209210014","SIRINGAN RINGAN","UJUNG PADANG"
"kel1209210015","RIAH NAPOSO","UJUNG PADANG"
"kel1209210016","SEI MERBAU","UJUNG PADANG"
"kel1209210017","KAMPUNG LALANG","UJUNG PADANG"
"kel1209210018","SORDANG BARU","UJUNG PADANG"
"kel1209210019","BANJAR HULU","UJUNG PADANG"
"kel1209210020","RAWA MASIN","UJUNG PADANG"
"kel1210030002","SIDIANGKAT","SIDIKALANG"
"kel1210030003","BATANG BERUH","SIDIKALANG"
"kel1210030004","BINTANG HULU","SIDIKALANG"
"kel1210030005","KALANG SIMBARA","SIDIKALANG"
"kel1210030006","BINTANG","SIDIKALANG"
"kel1210030007","KALANG","SIDIKALANG"
"kel1210030008","KOTA SIDIKALANG","SIDIKALANG"
"kel1210030009","BELANG MALUM","SIDIKALANG"
"kel1210030010","KUTA GAMBIR","SIDIKALANG"
"kel1210030011","HUTA RAKJAT","SIDIKALANG"
"kel1210030012","BINTANG MERSADA","SIDIKALANG"
"kel1210031001","BERAMPU","BERAMPU"
"kel1210031002","KARING","BERAMPU"
"kel1210031003","BANJAR TOBA","BERAMPU"
"kel1210031004","PASI","BERAMPU"
"kel1210031005","SAMBALIANG","BERAMPU"
"kel1210032001","SITINJO","SITINJO"
"kel1210032003","PANJI DABUTAR","SITINJO"
"kel1210032012","SITINJO I","SITINJO"
"kel1210032013","SITINJO II","SITINJO"
"kel1210040001","PARBULUAN II","PARBULUAN"
"kel1210040002","PARBULUAN I","PARBULUAN"
"kel1210040003","PARBULUAN V","PARBULUAN"
"kel1210040004","PARBULUAN III","PARBULUAN"
"kel1210040005","PARBULUAN IV","PARBULUAN"
"kel1210040006","PARBULUAN VI","PARBULUAN"
"kel1210040007","LAE HOLE","PARBULUAN"
"kel1210040008","B A N G U N","PARBULUAN"
"kel1210040009","LAE HOLE I","PARBULUAN"
"kel1210040010","LAE HOLE II","PARBULUAN"
"kel1210040011","BANGUN I","PARBULUAN"
"kel1210050001","PEGAGAN JULU V","SUMBUL"
"kel1210050002","PEGAGAN JULU IV","SUMBUL"
"kel1210050003","PEGAGAN JULU II","SUMBUL"
"kel1210050004","PEGAGAN JULU I","SUMBUL"
"kel1210050005","PEGAGAN JULU III","SUMBUL"
"kel1210050006","PEGAGAN JULU VI","SUMBUL"
"kel1210050007","PEGAGAN JULU VII","SUMBUL"
"kel1210050008","PEGAGAN JULU VIII","SUMBUL"
"kel1210050009","PEGAGAN JULU IX","SUMBUL"
"kel1210050010","PEGAGAN JULU X","SUMBUL"
"kel1210050011","TANJUNG BERINGIN","SUMBUL"
"kel1210050012","DOLOK TOLONG","SUMBUL"
"kel1210050013","KUTA GUGUNG","SUMBUL"
"kel1210050014","PARGAMBIRAN","SUMBUL"
"kel1210050015","PERJUANGAN","SUMBUL"
"kel1210050016","SILEUH-LEUH PARSAORAN","SUMBUL"
"kel1210050017","PANGGURUAN","SUMBUL"
"kel1210050018","TANJUNG BERINGIN I","SUMBUL"
"kel1210050019","BARISAN NAULI","SUMBUL"
"kel1210051001","SILALAHI II","SILAHI SABUNGAN"
"kel1210051002","SILALAHI I","SILAHI SABUNGAN"
"kel1210051003","PAROPO","SILAHI SABUNGAN"
"kel1210051004","SILALAHI III","SILAHI SABUNGAN"
"kel1210051005","PAROPO I","SILAHI SABUNGAN"
"kel1210060001","LAE RAMBONG","SILIMA PUNGGA-PUNGGA"
"kel1210060002","LAE AMBAT","SILIMA PUNGGA-PUNGGA"
"kel1210060003","LAE PANGINUMAN","SILIMA PUNGGA-PUNGGA"
"kel1210060004","SUMBARI","SILIMA PUNGGA-PUNGGA"
"kel1210060005","BAKAL GAJAH","SILIMA PUNGGA-PUNGGA"
"kel1210060006","URUK BELIN","SILIMA PUNGGA-PUNGGA"
"kel1210060007","SIBORAS","SILIMA PUNGGA-PUNGGA"
"kel1210060008","BONIAN","SILIMA PUNGGA-PUNGGA"
"kel1210060009","BONGKARAS","SILIMA PUNGGA-PUNGGA"
"kel1210060010","TUNGTUNG BATU","SILIMA PUNGGA-PUNGGA"
"kel1210060011","LONGKOTAN","SILIMA PUNGGA-PUNGGA"
"kel1210060012","PARONGIL","SILIMA PUNGGA-PUNGGA"
"kel1210060013","SIRATAH","SILIMA PUNGGA-PUNGGA"
"kel1210060014","POLLING ANAK-ANAK","SILIMA PUNGGA-PUNGGA"
"kel1210060015","PALIPI","SILIMA PUNGGA-PUNGGA"
"kel1210060016","LAE PANGAROAN","SILIMA PUNGGA-PUNGGA"
"kel1210061001","SUMBUL","LAE PARIRA"
"kel1210061002","KENTARA","LAE PARIRA"
"kel1210061003","LAE PARIRA","LAE PARIRA"
"kel1210061004","BULU DURI","LAE PARIRA"
"kel1210061005","SEMPUNG POLLING","LAE PARIRA"
"kel1210061006","PANDIANGAN","LAE PARIRA"
"kel1210061007","LUMBAN SIHITE","LAE PARIRA"
"kel1210061008","LUMBAN TORUAN","LAE PARIRA"
"kel1210061009","KABAN JULU","LAE PARIRA"
"kel1210070001","SINAMPANG","SIEMPAT NEMPU"
"kel1210070002","SIHORBO","SIEMPAT NEMPU"
"kel1210070003","SOBAN","SIEMPAT NEMPU"
"kel1210070004","ADIAN NANGKA","SIEMPAT NEMPU"
"kel1210070005","BUNTU RAJA","SIEMPAT NEMPU"
"kel1210070006","GOMIT","SIEMPAT NEMPU"
"kel1210070007","JUMANTUANG","SIEMPAT NEMPU"
"kel1210070008","JUMASIULOK","SIEMPAT NEMPU"
"kel1210070009","JUMATEGUH","SIEMPAT NEMPU"
"kel1210070010","SOSORLONTUNG","SIEMPAT NEMPU"
"kel1210070011","HUTA IMBARU","SIEMPAT NEMPU"
"kel1210070012","MAJU","SIEMPAT NEMPU"
"kel1210070013","ADIAN GUPA","SIEMPAT NEMPU"
"kel1210080001","TAMBAHAN","SIEMPAT NEMPU HULU"
"kel1210080002","KUTA TENGAH","SIEMPAT NEMPU HULU"
"kel1210080003","LAE NUAHA","SIEMPAT NEMPU HULU"
"kel1210080004","SUNGAI RAYA","SIEMPAT NEMPU HULU"
"kel1210080005","GUNUNG MERIAH","SIEMPAT NEMPU HULU"
"kel1210080006","SIGAMBIR GAMBIR","SIEMPAT NEMPU HULU"
"kel1210080007","SILUMBOYAH","SIEMPAT NEMPU HULU"
"kel1210080008","PANGARIBUAN","SIEMPAT NEMPU HULU"
"kel1210080009","TUALANG","SIEMPAT NEMPU HULU"
"kel1210080010","BAKAL JULU","SIEMPAT NEMPU HULU"
"kel1210080011","SIPOLTONG","SIEMPAT NEMPU HULU"
"kel1210080012","P A N D A N","SIEMPAT NEMPU HULU"
"kel1210090001","LAE ITAM","SIEMPAT NEMPU HILIR"
"kel1210090002","PARDOMUAN","SIEMPAT NEMPU HILIR"
"kel1210090003","JAMBUR INDONESIA","SIEMPAT NEMPU HILIR"
"kel1210090004","SIMUNGUN","SIEMPAT NEMPU HILIR"
"kel1210090005","J A N J I","SIEMPAT NEMPU HILIR"
"kel1210090006","LAE MARKELANG","SIEMPAT NEMPU HILIR"
"kel1210090007","LAE LUHUNG","SIEMPAT NEMPU HILIR"
"kel1210090008","SOPO BUTAR","SIEMPAT NEMPU HILIR"
"kel1210090009","LAE SERING","SIEMPAT NEMPU HILIR"
"kel1210090010","LAE HAPORAS","SIEMPAT NEMPU HILIR"
"kel1210100001","SUMBUL TENGAH","TIGA LINGGA"
"kel1210100002","UJUNG TERAN","TIGA LINGGA"
"kel1210100003","JUMA GERAT","TIGA LINGGA"
"kel1210100004","SARINTONU","TIGA LINGGA"
"kel1210100005","PALDING","TIGA LINGGA"
"kel1210100006","BERTUNGEN JULU","TIGA LINGGA"
"kel1210100007","SUKANDEBI","TIGA LINGGA"
"kel1210100008","LAU MOLGAP","TIGA LINGGA"
"kel1210100009","LAU PAKPAK","TIGA LINGGA"
"kel1210100011","LAU MIL","TIGA LINGGA"
"kel1210100012","LAU BAGOT","TIGA LINGGA"
"kel1210100013","TIGA LINGGA","TIGA LINGGA"
"kel1210100014","LAUSIREME","TIGA LINGGA"
"kel1210100019","PALDING JAYA","TIGA LINGGA"
"kel1210101001","BUKIT LAU KERSIK","GUNUNG SITEMBER"
"kel1210101002","GUNUNG SITEMBER","GUNUNG SITEMBER"
"kel1210101003","BATU GUNGUN","GUNUNG SITEMBER"
"kel1210101004","GUNDALING","GUNUNG SITEMBER"
"kel1210101005","RANTE BESI","GUNUNG SITEMBER"
"kel1210101006","KENDIT LIANG","GUNUNG SITEMBER"
"kel1210101007","LAU LEBAH","GUNUNG SITEMBER"
"kel1210101008","TUPAK RAJA","GUNUNG SITEMBER"
"kel1210110001","TANJUNG SALUKSUK","PEGAGAN HILIR"
"kel1210110002","SIMANDUMA","PEGAGAN HILIR"
"kel1210110003","BANDAR HUTA USANG","PEGAGAN HILIR"
"kel1210110004","LINGGA RAJA I","PEGAGAN HILIR"
"kel1210110005","ONAN LAMA","PEGAGAN HILIR"
"kel1210110006","BUKIT TINGGI","PEGAGAN HILIR"
"kel1210110007","LAKSA","PEGAGAN HILIR"
"kel1210110008","SIMARTUGAN","PEGAGAN HILIR"
"kel1210110009","PERIK MBUE","PEGAGAN HILIR"
"kel1210110010","LINGGA RAJA II","PEGAGAN HILIR"
"kel1210110011","BUKIT BARU","PEGAGAN HILIR"
"kel1210110012","MBINANGA","PEGAGAN HILIR"
"kel1210110013","KUTA USANG","PEGAGAN HILIR"
"kel1210120001","RENUN","TANAH PINEM"
"kel1210120002","PASIR TENGAH","TANAH PINEM"
"kel1210120003","PAMAH","TANAH PINEM"
"kel1210120004","KUTA BULUH","TANAH PINEM"
"kel1210120005","TANAH PINEM","TANAH PINEM"
"kel1210120006","KEMPAWA","TANAH PINEM"
"kel1210120007","KUTA GAMBER","TANAH PINEM"
"kel1210120008","LAU PERIMBON","TANAH PINEM"
"kel1210120009","HARAPAN","TANAH PINEM"
"kel1210120010","GUNUNG TUA","TANAH PINEM"
"kel1210120011","SUKA DAME","TANAH PINEM"
"kel1210120012","LAU TAWAR","TANAH PINEM"
"kel1210120013","MANGAN MOLIH","TANAH PINEM"
"kel1210120014","LAU NJUHAR","TANAH PINEM"
"kel1210120015","LIANG JERING","TANAH PINEM"
"kel1210120016","ALUR SUBUR","TANAH PINEM"
"kel1210120017","BALANDUA","TANAH PINEM"
"kel1210120018","PASIR MBELANG","TANAH PINEM"
"kel1210120019","SINAR PAGI","TANAH PINEM"
"kel1211010001","LAU SOLU","MARDINGDING"
"kel1211010002","KUTA PENGKIH","MARDINGDING"
"kel1211010003","RIMO BUNGA","MARDINGDING"
"kel1211010004","LAU MULGAP","MARDINGDING"
"kel1211010005","TANJUNG PAMAH","MARDINGDING"
"kel1211010006","MARDINGDING","MARDINGDING"
"kel1211010007","LAU KASUMPAT","MARDINGDING"
"kel1211010008","BANDAR PURBA","MARDINGDING"
"kel1211010009","LAU PENGULU","MARDINGDING"
"kel1211010010","LAU PAKAM","MARDINGDING"
"kel1211010011","LAU GARUT","MARDINGDING"
"kel1211010012","BUKIT MAKMUR","MARDINGDING"
"kel1211020001","LAU PERANGGUNAN","LAUBALENG"
"kel1211020002","DURIN RUGUN","LAUBALENG"
"kel1211020003","KINANGKONG","LAUBALENG"
"kel1211020004","LAU PERADEP","LAUBALENG"
"kel1211020005","LAUBALENG","LAUBALENG"
"kel1211020006","TANJUNG GUNUNG","LAUBALENG"
"kel1211020007","KUTAMBELIN","LAUBALENG"
"kel1211020008","MARTELU","LAUBALENG"
"kel1211020009","LINGGA MUDA","LAUBALENG"
