"id","name","state_id"
"kotakab7402","KABUPATEN MUNA","Sulawesi Tenggara"
"kotakab7403","KABUPATEN KONAWE","Sulawesi Tenggara"
"kotakab7404","KABUPATEN KOLAKA","Sulawesi Tenggara"
"kotakab7405","KABUPATEN KONAWE SELATAN","Sulawesi Tenggara"
"kotakab7406","KABUPATEN BOMBANA","Sulawesi Tenggara"
"kotakab7407","KABUPATEN WAKATOBI","Sulawesi Tenggara"
"kotakab7408","KABUPATEN KOLAKA UTARA","Sulawesi Tenggara"
"kotakab7409","KABUPATEN BUTON UTARA","Sulawesi Tenggara"
"kotakab7410","KABUPATEN KONAWE UTARA","Sulawesi Tenggara"
"kotakab7411","KABUPATEN KOLAKA TIMUR","Sulawesi Tenggara"
"kotakab7412","KABUPATEN KONAWE KEPULAUAN","Sulawesi Tenggara"
"kotakab7413","KABUPATEN MUNA BARAT","Sulawesi Tenggara"
"kotakab7414","KABUPATEN BUTON TENGAH","Sulawesi Tenggara"
"kotakab7415","KABUPATEN BUTON SELATAN","Sulawesi Tenggara"
"kotakab7471","KOTA KENDARI","Sulawesi Tenggara"
"kotakab7472","KOTA BAUBAU","Sulawesi Tenggara"
"kotakab7501","KABUPATEN BOALEMO","Gorontalo"
"kotakab7502","KABUPATEN GORONTALO","Gorontalo"
"kotakab7503","KABUPATEN POHUWATO","Gorontalo"
"kotakab7504","KABUPATEN BONE BOLANGO","Gorontalo"
"kotakab7505","KABUPATEN GORONTALO UTARA","Gorontalo"
"kotakab7571","KOTA GORONTALO","Gorontalo"
"kotakab7601","KABUPATEN MAJENE","Sulawesi Barat"
"kotakab7602","KABUPATEN POLEWALI MANDAR","Sulawesi Barat"
"kotakab7603","KABUPATEN MAMASA","Sulawesi Barat"
"kotakab7604","KABUPATEN MAMUJU","Sulawesi Barat"
"kotakab7605","KABUPATEN MAMUJU UTARA","Sulawesi Barat"
"kotakab7606","KABUPATEN MAMUJU TENGAH","Sulawesi Barat"
"kotakab8101","KABUPATEN MALUKU TENGGARA BARAT","Maluku"
"kotakab8102","KABUPATEN MALUKU TENGGARA","Maluku"
"kotakab8103","KABUPATEN MALUKU TENGAH","Maluku"
"kotakab8104","KABUPATEN BURU","Maluku"
"kotakab8105","KABUPATEN KEPULAUAN ARU","Maluku"
"kotakab8106","KABUPATEN SERAM BAGIAN BARAT","Maluku"
"kotakab8107","KABUPATEN SERAM BAGIAN TIMUR","Maluku"
"kotakab8108","KABUPATEN MALUKU BARAT DAYA","Maluku"
"kotakab8109","KABUPATEN BURU SELATAN","Maluku"
"kotakab8171","KOTA AMBON","Maluku"
"kotakab8172","KOTA TUAL","Maluku"
"kotakab8201","KABUPATEN HALMAHERA BARAT","Maluku Utara"
"kotakab8202","KABUPATEN HALMAHERA TENGAH","Maluku Utara"
"kotakab8203","KABUPATEN KEPULAUAN SULA","Maluku Utara"
"kotakab8204","KABUPATEN HALMAHERA SELATAN","Maluku Utara"
"kotakab8205","KABUPATEN HALMAHERA UTARA","Maluku Utara"
"kotakab8206","KABUPATEN HALMAHERA TIMUR","Maluku Utara"
"kotakab8207","KABUPATEN PULAU MOROTAI","Maluku Utara"
"kotakab8208","KABUPATEN PULAU TALIABU","Maluku Utara"
"kotakab8271","KOTA TERNATE","Maluku Utara"
"kotakab8272","KOTA TIDORE KEPULAUAN","Maluku Utara"
"kotakab9101","KABUPATEN FAKFAK","Papua Barat"
"kotakab9102","KABUPATEN KAIMANA","Papua Barat"
"kotakab9103","KABUPATEN TELUK WONDAMA","Papua Barat"
"kotakab9104","KABUPATEN TELUK BINTUNI","Papua Barat"
"kotakab9105","KABUPATEN MANOKWARI","Papua Barat"
"kotakab9106","KABUPATEN SORONG SELATAN","Papua Barat"
"kotakab9107","KABUPATEN SORONG","Papua Barat"
"kotakab9108","KABUPATEN RAJA AMPAT","Papua Barat"
"kotakab9109","KABUPATEN TAMBRAUW","Papua Barat"
"kotakab9110","KABUPATEN MAYBRAT","Papua Barat"
"kotakab9111","KABUPATEN MANOKWARI SELATAN","Papua Barat"
"kotakab9112","KABUPATEN PEGUNUNGAN ARFAK","Papua Barat"
"kotakab9171","KOTA SORONG","Papua Barat"
"kotakab9401","KABUPATEN MERAUKE","Papua"
"kotakab9402","KABUPATEN JAYAWIJAYA","Papua"
"kotakab9403","KABUPATEN JAYAPURA","Papua"
"kotakab9404","KABUPATEN NABIRE","Papua"
"kotakab9408","KABUPATEN KEPULAUAN YAPEN","Papua"
"kotakab9409","KABUPATEN BIAK NUMFOR","Papua"
"kotakab9410","KABUPATEN PANIAI","Papua"
"kotakab9411","KABUPATEN PUNCAK JAYA","Papua"
"kotakab9412","KABUPATEN MIMIKA","Papua"
"kotakab9413","KABUPATEN BOVEN DIGOEL","Papua"
"kotakab9414","KABUPATEN MAPPI","Papua"
"kotakab9415","KABUPATEN ASMAT","Papua"
"kotakab9416","KABUPATEN YAHUKIMO","Papua"
"kotakab9417","KABUPATEN PEGUNUNGAN BINTANG","Papua"
"kotakab9418","KABUPATEN TOLIKARA","Papua"
"kotakab9419","KABUPATEN SARMI","Papua"
"kotakab9420","KABUPATEN KEEROM","Papua"
"kotakab9426","KABUPATEN WAROPEN","Papua"
"kotakab9427","KABUPATEN SUPIORI","Papua"
"kotakab9428","KABUPATEN MAMBERAMO RAYA","Papua"
"kotakab9429","KABUPATEN NDUGA","Papua"
"kotakab9430","KABUPATEN LANNY JAYA","Papua"
"kotakab9431","KABUPATEN MAMBERAMO TENGAH","Papua"
"kotakab9432","KABUPATEN YALIMO","Papua"
"kotakab9433","KABUPATEN PUNCAK","Papua"
"kotakab9434","KABUPATEN DOGIYAI","Papua"
"kotakab9435","KABUPATEN INTAN JAYA","Papua"
"kotakab9436","KABUPATEN DEIYAI","Papua"
"kotakab9471","KOTA JAYAPURA","Papua"
